symbol,close,mcap_cr,weight
ACC,1903.25,16083.0,0.19
AUBANK,1227.85,26058.0,0.31
AARTIIND,1317.45,12166.0,0.14
ABBOTINDIA,14983.3,7960.0,0.09
ADANIENT,1031.15,28352.0,0.34
ADANIGREEN,1104.85,43200.0,0.51
ADANIPORTS,702.4,51376.0,0.61
ATGL,961.25,26430.0,0.31
ADANITRANS,908.4,24977.0,0.3
ABCAPITAL,119.3,7203.0,0.09
ABFRL,201.25,6312.0,0.07
AJANTPHARM,1791.9,4652.0,0.06
APLLTD,964.95,5690.0,0.07
ALKEM,2769.8,11591.0,0.14
AMARAJABAT,853.8,7000.0,0.08
AMBUJACEM,308.85,22691.0,0.27
APOLLOHOSP,2902.65,29215.0,0.35
APOLLOTYRE,223.7,7388.0,0.09
ASHOKLEY,113.5,16326.0,0.19
ASIANPAINT,2537.4,114392.0,1.36
AUROPHARMA,881.3,24787.0,0.29
DMART,2859.05,42596.0,0.51
AXISBANK,697.45,175198.0,2.08
BAJAJ-AUTO,3670.6,47797.0,0.57
BAJFINANCE,5149.85,136542.0,1.62
BAJAJFINSV,9668.6,58468.0,0.69
BAJAJHLDNG,3293.05,16492.0,0.2
BALKRISIND,1688.5,13709.0,0.16
BANDHANBNK,338.9,22925.0,0.27
BANKBARODA,74.1,13795.0,0.16
BANKINDIA,67.85,2446.0,0.03
BATAINDIA,1406.2,8495.0,0.1
BERGEPAINT,765.0,18576.0,0.22
BEL,125.1,14936.0,0.18
BHARATFORG,595.95,14983.0,0.18
BHEL,48.75,6281.0,0.07
BPCL,427.95,39918.0,0.47
BHARTIARTL,517.3,125005.0,1.48
BIOCON,408.9,18155.0,0.22
BBTC,1110.4,2014.0,0.02
BOSCHLTD,14088.4,12050.0,0.14
BRITANNIA,3625.05,42785.0,0.51
CESC,593.55,3934.0,0.05
CADILAHC,440.9,11284.0,0.13
CANBK,152.2,7770.0,0.09
CASTROLIND,125.3,6073.0,0.07
CHOLAFIN,558.8,21995.0,0.26
CIPLA,815.1,41413.0,0.49
CUB,155.95,11522.0,0.14
COALINDIA,130.35,27313.0,0.32
COFORGE,2926.95,6207.0,0.07
COLPAL,1559.35,20782.0,0.25
CONCOR,598.0,16396.0,0.19
COROMANDEL,774.55,9317.0,0.11
CROMPTON,392.5,20445.0,0.24
CUMMINSIND,919.65,12491.0,0.15
DLF,287.05,17763.0,0.21
DABUR,540.5,30569.0,0.36
DALBHARAT,1589.0,13060.0,0.16
DEEPAKNTR,1656.5,12200.0,0.14
DHANI,168.1,4165.0,0.05
DIVISLAB,3622.8,46163.0,0.55
DIXON,3672.15,13120.0,0.16
LALPATHLAB,2707.05,8574.0,0.1
DRREDDY,4516.0,54824.0,0.65
EICHERMOT,2603.95,36299.0,0.43
EMAMILTD,486.0,9938.0,0.12
ENDURANCE,1456.15,5121.0,0.06
ESCORTS,1287.8,9029.0,0.11
EXIDEIND,183.6,8427.0,0.1
FEDERALBNK,75.8,15137.0,0.18
FORTIS,199.15,10374.0,0.12
GAIL,135.5,24445.0,0.29
GMRINFRA,24.3,5280.0,0.06
GLENMARK,464.7,6950.0,0.08
GODREJAGRO,523.8,1610.0,0.02
GODREJCP,729.65,27604.0,0.33
GODREJIND,545.75,3673.0,0.04
GODREJPROP,1406.75,16422.0,0.2
GRASIM,1450.55,55355.0,0.66
GUJGASLTD,549.45,9456.0,0.11
GSPL,273.35,7711.0,0.09
HCLTECH,982.65,106663.0,1.27
HDFCAMC,2919.0,15540.0,0.18
HDFCBANK,1493.65,650499.0,7.72
HDFCLIFE,696.2,57686.0,0.69
HAVELLS,1050.4,26303.0,0.31
HEROMOTOCO,2913.6,37835.0,0.45
HINDALCO,326.85,47731.0,0.57
HAL,994.95,8317.0,0.1
HINDPETRO,234.5,16529.0,0.2
HINDUNILVR,2431.5,217093.0,2.58
HINDZINC,272.9,6919.0,0.08
HDFC,2498.1,449960.0,5.34
ICICIBANK,582.1,402549.0,4.78
ICICIGI,1433.2,31273.0,0.37
ICICIPRULI,445.6,17276.0,0.21
ISEC,382.8,3084.0,0.04
IDFCFIRSTB,55.7,11697.0,0.14
ITC,218.5,190938.0,2.27
IBULHSGFIN,196.5,6814.0,0.08
INDIAMART,7737.95,11748.0,0.14
INDHOTEL,110.85,7764.0,0.09
IOC,91.85,23347.0,0.28
IRCTC,1757.0,9277.0,0.11
IGL,512.35,17932.0,0.21
INDUSTOWER,245.0,19808.0,0.24
INDUSINDBK,954.45,53869.0,0.64
NAUKRI,4280.55,33076.0,0.39
INFY,1368.05,507013.0,6.02
INDIGO,1631.95,15702.0,0.19
IPCALAB,1903.75,13041.0,0.15
JSWENERGY,87.85,3608.0,0.04
JSWSTEEL,468.45,45294.0,0.54
JINDALSTEL,343.6,14019.0,0.17
JUBLFOOD,2910.95,22281.0,0.26
KOTAKBANK,1753.0,257060.0,3.05
L&TFH,95.85,7574.0,0.09
LTTS,2653.9,7248.0,0.09
LICHSGFIN,428.2,12966.0,0.15
LTI,4054.3,18415.0,0.22
LT,1418.9,171377.0,2.04
LAURUSLABS,362.0,13792.0,0.16
LUPIN,1020.45,24535.0,0.29
MRF,82259.45,17095.0,0.2
MGL,1168.95,6697.0,0.08
M&MFIN,198.95,11799.0,0.14
M&M,795.25,76126.0,0.9
MANAPPURAM,149.2,8082.0,0.1
MARICO,411.3,21245.0,0.25
MARUTI,6859.2,91169.0,1.08
MFSL,859.45,18092.0,0.21
MINDTREE,2083.9,13044.0,0.15
MOTHERSUMI,201.45,24174.0,0.29
MPHASIS,1776.5,14620.0,0.17
MUTHOOTFIN,1205.9,13062.0,0.16
NATCOPHARM,825.55,7677.0,0.09
NMDC,135.35,12693.0,0.15
NTPC,106.55,50626.0,0.6
NAVINFLUOR,2755.0,9407.0,0.11
NESTLEIND,17165.2,61235.0,0.73
NAM-INDIA,338.3,4788.0,0.06
OBEROIRLTY,575.15,6692.0,0.08
ONGC,102.15,37267.0,0.44
OIL,122.8,4394.0,0.05
PIIND,2258.15,18157.0,0.22
PAGEIND,30317.45,17584.0,0.21
PETRONET,224.65,16849.0,0.2
PFIZER,4524.9,7038.0,0.08
PIDILITIND,1809.4,27584.0,0.33
PEL,1753.15,20956.0,0.25
POLYCAB,1379.55,4731.0,0.06
PFC,113.75,13214.0,0.16
POWERGRID,215.65,55281.0,0.66
PRESTIGE,305.6,3798.0,0.05
PGHH,12678.95,11935.0,0.14
PNB,36.65,8832.0,0.1
RBLBANK,207.55,9309.0,0.11
RECLTD,131.15,12173.0,0.14
RELIANCE,2003.1,647625.0,7.69
SBICARD,928.25,13096.0,0.16
SBILIFE,880.85,34356.0,0.41
SRF,5410.8,15708.0,0.19
SANOFI,7884.55,7263.0,0.09
SHREECEM,29465.4,39336.0,0.47
SRTRANSFIN,1422.3,26635.0,0.32
SIEMENS,1844.0,16417.0,0.19
SBIN,364.3,139803.0,1.66
SAIL,78.8,11392.0,0.14
SUNPHARMA,597.8,64545.0,0.77
SUNTV,470.3,4633.0,0.06
SYNGENE,543.45,6304.0,0.07
TVSMOTOR,585.05,11674.0,0.14
TATACHEM,751.8,11875.0,0.14
TCS,3177.85,329141.0,3.91
TATACONSUM,638.9,38271.0,0.45
TATAELXSI,2692.9,9224.0,0.11
TATAMOTORS,301.8,54112.0,0.64
TATAPOWER,103.25,17486.0,0.21
TATASTEEL,811.85,61274.0,0.73
TECHM,991.45,61439.0,0.73
RAMCOCEM,1002.55,12771.0,0.15
TITAN,1558.05,65011.0,0.77
TORNTPHARM,2545.05,12490.0,0.15
TORNTPOWER,423.8,7129.0,0.08
TRENT,751.05,16820.0,0.2
UPL,641.85,35309.0,0.42
ULTRACEMCO,6737.95,77794.0,0.92
UNIONBANK,34.05,2400.0,0.03
UBL,1241.45,13786.0,0.16
MCDOWELL-N,556.35,16575.0,0.2
VGUARD,252.35,4010.0,0.05
VBL,1002.95,9555.0,0.11
VEDL,228.75,38264.0,0.45
IDEA,9.25,7442.0,0.09
VOLTAS,1001.95,23207.0,0.28
WHIRLPOOL,2226.6,7062.0,0.08
WIPRO,414.15,61268.0,0.73
YESBANK,15.6,19934.0,0.24
ZEEL,203.2,18737.0,0.22
