symbol,close,mcap_cr,weight
MANAPPURAM,169.15,9163.0,0.09
MARICO,547.5,28294.0,0.27
MARUTI,7338.05,97534.0,0.95
MFSL,1014.3,22053.0,0.21
MINDTREE,4200.1,26991.0,0.26
MPHASIS,3104.4,25584.0,0.25
MUTHOOTFIN,1450.3,15710.0,0.15
NATCOPHARM,891.55,8291.0,0.08
NMDC,143.0,16344.0,0.16
NTPC,141.85,67398.0,0.65
NATIONALUM,93.4,8406.0,0.08
NAVINFLUOR,3684.75,12768.0,0.12
NESTLEIND,19445.55,69370.0,0.67
NAM-INDIA,425.35,6861.0,0.07
OBEROIRLTY,964.2,11219.0,0.11
ONGC,144.5,52718.0,0.51
OIL,260.2,9311.0,0.09
PIIND,3178.35,25557.0,0.25
PAGEIND,31704.9,18389.0,0.18
PETRONET,238.55,17891.0,0.17
PFIZER,5581.1,8681.0,0.08
PIDILITIND,2381.95,36312.0,0.35
PEL,2595.8,31596.0,0.31
POLYCAB,2389.0,9980.0,0.1
PFC,142.1,16507.0,0.16
POWERGRID,189.9,64907.0,0.63
PRESTIGE,490.85,6887.0,0.07
PGHH,14073.8,13249.0,0.13
PNB,40.1,11922.0,0.12
RBLBANK,190.9,9496.0,0.09
RECLTD,157.85,14652.0,0.14
RELIANCE,2519.25,814503.0,7.91
SBICARD,1029.6,23257.0,0.23
SBILIFE,1215.1,53475.0,0.52
SRF,11279.1,32743.0,0.32
SANOFI,7799.8,7185.0,0.07
SHREECEM,28901.55,38583.0,0.37
SRTRANSFIN,1298.85,26183.0,0.25
SIEMENS,2129.4,18958.0,0.18
SBIN,453.0,173843.0,1.69
SAIL,113.65,16430.0,0.16
SUNPHARMA,818.25,88347.0,0.86
SUNTV,505.35,4979.0,0.05
SYNGENE,599.9,6973.0,0.07
TVSMOTOR,549.45,12269.0,0.12
TATACHEM,919.3,14520.0,0.14
TATACOMM,1391.75,16263.0,0.16
TCS,3775.55,391047.0,3.8
TATACONSUM,813.6,48735.0,0.47
TATAELXSI,5594.05,19161.0,0.19
TATAMOTORS,333.35,59769.0,0.58
TATAPOWER,158.75,26885.0,0.26
TATASTEEL,1288.9,100783.0,0.98
TECHM,1380.6,85682.0,0.83
RAMCOCEM,984.65,12548.0,0.12
TITAN,2161.85,90205.0,0.88
TORNTPHARM,3085.5,15142.0,0.15
TORNTPOWER,505.05,8496.0,0.08
TRENT,1025.85,22975.0,0.22
UPL,707.7,38931.0,0.38
ULTRACEMCO,7396.1,85398.0,0.83
UNIONBANK,36.25,4212.0,0.04
UBL,1571.5,11219.0,0.11
MCDOWELL-N,853.1,25416.0,0.25
VBL,897.6,13215.0,0.13
VEDL,287.65,37424.0,0.36
IDEA,11.9,9575.0,0.09
VOLTAS,1218.05,28212.0,0.27
WHIRLPOOL,2284.95,7247.0,0.07
WIPRO,634.1,93817.0,0.91
YESBANK,12.55,16036.0,0.16
ZEEL,303.2,27958.0,0.27
