entry_date,exit_date,expiry,spot,ce_k,pe_k,wce_k,wpe_k,ce_entry_px,pe_entry_px,wce_entry_px,wpe_entry_px,ce_exit_px,pe_exit_px,wce_exit_px,wpe_exit_px,net_credit,exit_debit,pnl_unit,lot,lots,pnl_total,max_loss_per_unit,max_loss_total,margin_required_inr,margin_pct_of_capital,exit_reason,month,year,running_pnl,equity,roi_pct,peak,drawdown_pct
2023-05-18,2023-05-25,2023-05-25,18129.9,19050,17200,19550,16700,2.07,1.79,1.95,1.84,0.0,0.0,0.0,0.0,0.07,0.0,0.07,50,7,24.500000000000004,499.931,174975.85,430048.5,43.0,EXPIRY,2023-05,2023,24.500000000000004,1000024.5,0.0025,1000024.5,0.0
2023-06-01,2023-06-29,2023-06-29,18487.8,19400,17550,19900,17050,7.45,18.72,6.44,11.21,0.0,0.0,0.0,0.0,8.52,0.0,8.52,50,7,2982.0,491.4785,172017.475,433527.5,43.35,EXPIRY,2023-06,2023,3006.5,1003006.5,0.3007,1003006.5,0.0
2023-07-13,2023-07-27,2023-07-27,19413.8,20400,18450,20900,17950,4.0,6.44,2.76,4.37,0.0,0.0,0.0,0.0,3.31,0.0,3.31,50,7,1158.5,496.688,173840.8,459819.5,45.98,EXPIRY,2023-07,2023,4165.0,1004165.0,0.4165,1004165.0,0.0
2023-08-10,2023-08-31,2023-08-31,19543.1,20500,18550,21000,18050,7.54,9.38,4.48,6.79,0.0,0.0,0.0,0.0,5.66,0.0,5.66,50,7,1981.0,494.342,173019.69999999998,460750.5,46.08,EXPIRY,2023-08,2023,6146.0,1006146.0,0.6146,1006146.0,0.0
2023-08-31,2023-09-28,2023-09-28,19253.8,20200,18300,20700,17800,13.94,18.77,6.55,9.72,0.0,0.0,0.0,0.0,16.43,0.0,16.43,50,7,5750.5,483.5665,169248.275,452455.5,45.25,EXPIRY,2023-08,2023,11896.5,1011896.5,1.1897,1011896.5,0.0
2023-09-28,2023-10-26,2023-10-26,19523.6,20500,18550,21000,18050,22.4,32.71,12.48,15.35,0.0,0.0,0.0,0.0,27.28,0.0,27.28,50,7,9548.0,472.722,165452.69999999998,454954.5,45.5,EXPIRY,2023-09,2023,21444.5,1021444.5,2.1444,1021444.5,0.0
2023-11-02,2023-11-30,2023-11-30,19133.2,20100,18200,20600,17700,9.89,17.76,6.55,10.0,33.2,0.0,0.0,0.0,11.09,37.02,-25.93,50,7,-9075.5,488.914,171119.9,449977.5,45.0,EXPIRY,2023-11,2023,12369.0,1012369.0,1.2369,1021444.5,-0.8885
2023-12-07,2023-12-28,2023-12-28,20901.2,21950,19850,22450,19350,12.47,13.39,7.13,10.0,0.0,0.0,0.0,0.0,8.72,0.0,8.72,50,7,3052.0000000000005,491.283,171949.05000000002,491424.5,49.14,EXPIRY,2023-12,2023,15421.0,1015421.0,1.5421,1021444.5,-0.5897
2024-01-04,2024-01-25,2024-01-25,21658.6,22750,20600,23250,20100,16.05,20.01,8.51,10.46,0.0,0.0,0.0,0.0,17.09,0.0,17.09,50,7,5981.5,482.911,169018.85,509225.5,50.92,EXPIRY,2024-01,2024,21402.5,1021402.5,2.1402,1021444.5,-0.0041
2024-01-25,2024-02-29,2024-02-29,21352.6,22400,20300,22900,19800,66.61,48.12,38.93,24.32,0.0,0.0,0.0,0.0,51.47,0.0,51.47,50,7,18014.5,448.526,156984.1,485992.5,48.6,EXPIRY,2024-01,2024,39417.0,1039417.0,3.9417,1039417.0,0.0
