trade_idx,underlying,entry_date,expiry,date,leg,strike,close,volume,oi,num_trades,notional_lakh,traded_value_inr,avg_trade_inr,our_share_of_traded
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-09,ce_short,25700,80.45,6997,51725,3181.0,4511077078.75,36589062.0,11502.0,0.0007
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-09,pe_short,23750,95.6,872,24900,270.0,519866051.25,5418608.0,20069.0,0.0053
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-09,wce_long,25850,61.35,2163,6550,679.0,1401485647.5,8625503.0,12703.0,0.0025
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-09,wpe_long,23600,78.85,1671,23525,526.0,989164068.75,8564293.0,16282.0,0.0032
1,FINNIFTY,2025-01-08,2025-01-28,2025-01-08,ce_short,24150,109.15,1727,12125,1253.0,1047608591.25,12252633.0,9779.0,0.0027
1,FINNIFTY,2025-01-08,2025-01-28,2025-01-08,pe_short,22300,69.05,1053,26600,561.0,589316692.5,4726127.0,8424.0,0.0044
1,FINNIFTY,2025-01-08,2025-01-28,2025-01-08,wce_long,24300,83.5,1256,20500,645.0,765738343.75,6816940.0,10569.0,0.0043
1,FINNIFTY,2025-01-08,2025-01-28,2025-01-08,wpe_long,22150,57.3,1475,30325,743.0,821188137.5,5493638.0,7394.0,0.0037
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-10,ce_short,24350,73.45,620,20150,323.0,982259772.0,2960035.0,9164.0,0.0074
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-10,pe_short,22450,58.4,1097,35100,561.0,1609396376.25,4164212.0,7423.0,0.0042
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-10,wce_long,24500,47.1,2585,81055,1309.0,4124517150.0,7913978.0,6046.0,0.0021
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-10,wpe_long,22300,39.1,278,11505,167.0,403842023.0,706537.0,4231.0,0.0194
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-11,ce_short,24350,37.0,389,16510,282.0,615587063.0,935545.0,3318.0,0.0235
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-11,pe_short,22450,100.1,1782,38415,1025.0,2617833806.25,11594583.0,11312.0,0.0015
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-11,wce_long,24500,23.25,4935,106015,2520.0,7867469363.0,7458019.0,2960.0,0.0022
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-11,wpe_long,22300,66.7,446,11700,321.0,648417133.0,1933633.0,6024.0,0.0071
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-12,ce_short,24350,40.45,227,16965,156.0,359100014.0,596840.0,3826.0,0.0368
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-12,pe_short,22450,77.7,3799,42185,2300.0,5584070592.75,19186850.0,8342.0,0.0009
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-12,wce_long,24500,25.0,4491,87685,2525.0,7158627924.5,7297875.0,2890.0,0.0023
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-12,wpe_long,22300,52.2,972,20085,615.0,1413841208.0,3297996.0,5363.0,0.0042
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-13,ce_short,24350,40.75,828,23205,503.0,1310570423.5,2193165.0,4360.0,0.01
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-13,pe_short,22450,62.35,2961,46865,1708.0,4341316924.75,12000193.0,7026.0,0.0015
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-13,wce_long,24500,24.7,4236,99970,2398.0,6754199055.5,6800898.0,2836.0,0.0024
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-13,wpe_long,22300,41.1,595,11570,322.0,863918682.25,1589542.0,4936.0,0.0086
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-14,ce_short,24350,30.25,451,24375,265.0,713372000.25,886779.0,3346.0,0.0248
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-14,pe_short,22450,65.75,3542,47775,2041.0,5197769248.75,15137622.0,7417.0,0.0012
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-14,wce_long,24500,17.75,8271,133445,3997.0,13181409813.0,9542666.0,2387.0,0.0017
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-14,wpe_long,22300,42.95,493,12480,332.0,716316282.5,1376333.0,4146.0,0.01
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-17,ce_short,24350,23.7,3362,83720,1893.0,5315044263.75,5179161.0,2736.0,0.0042
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-17,pe_short,22450,50.85,2665,63115,1837.0,3911370060.0,8808491.0,4795.0,0.002
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-17,wce_long,24500,12.2,7682,216385,3857.0,12239378570.25,6091826.0,1579.0,0.0027
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-17,wpe_long,22300,32.55,584,12220,367.0,848466862.75,1235598.0,3367.0,0.0111
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-18,ce_short,24350,17.9,1745,81510,897.0,2758274343.5,2030307.0,2263.0,0.0108
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-18,pe_short,22450,44.35,2899,63245,1779.0,4250400748.75,8357092.0,4698.0,0.0021
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-18,wce_long,24500,8.9,8681,196495,4290.0,13829564739.25,5021958.0,1171.0,0.0033
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-18,wpe_long,22300,27.9,573,20540,324.0,831763286.25,1039136.0,3207.0,0.0132
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-19,ce_short,24350,14.6,3011,70330,1705.0,4759098714.5,2857439.0,1676.0,0.0077
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-19,pe_short,22450,20.75,4934,133575,2631.0,7224392379.75,6654732.0,2529.0,0.0026
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-19,wce_long,24500,6.3,15821,221130,8836.0,25202068814.0,6478700.0,733.0,0.0026
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-19,wpe_long,22300,11.15,1683,40560,914.0,2441020715.25,1219754.0,1335.0,0.0113
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-20,ce_short,24350,4.5,5846,113685,3276.0,9236057249.25,1709955.0,522.0,0.0128
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-20,pe_short,22450,17.0,6264,113945,4057.0,9169355117.0,6921720.0,1706.0,0.0025
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-20,wce_long,24500,2.0,4813,200980,1893.0,7665661142.75,625690.0,331.0,0.0264
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-20,wpe_long,22300,8.3,4482,110760,2319.0,6499572758.25,2418039.0,1043.0,0.0057
2,FINNIFTY,2025-02-10,2025-02-25,2025-02-21,ce_short,24350,1.5,6255,66040,3321.0,9880597158.25,609862.0,184.0,0.036
