trade_idx,underlying,entry_date,expiry,date,leg,strike,close,volume,oi,num_trades,notional_lakh,traded_value_inr,avg_trade_inr,our_share_of_traded
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-09,ce_short,25700,80.45,6997,51725,3181.0,4511077078.75,36589062.0,11502.0,0.0007
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-09,pe_short,23750,95.6,872,24900,270.0,519866051.25,5418608.0,20069.0,0.0053
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-09,wce_long,25900,55.1,4689,27225,1801.0,3043296335.0,16793654.0,9325.0,0.0012
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-09,wpe_long,23550,73.5,534,16550,179.0,315369236.25,2551185.0,14252.0,0.0101
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-10,ce_short,25700,84.7,7766,63325,3851.0,5006073653.75,42755713.0,11102.0,0.0006
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-10,pe_short,23750,72.8,783,30150,335.0,466475413.75,3705156.0,11060.0,0.0077
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-10,wce_long,25900,57.05,4088,37175,1737.0,2652887925.0,15159326.0,8727.0,0.0013
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-10,wpe_long,23550,55.0,357,17200,159.0,210739748.75,1276275.0,8027.0,0.0202
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-11,ce_short,25700,72.65,6451,73000,2593.0,4156968042.5,30463235.0,11748.0,0.0008
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-11,pe_short,23750,59.85,770,30525,268.0,458430375.0,2995492.0,11177.0,0.0095
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-11,wce_long,25900,48.85,3788,29600,1602.0,2457470937.5,12027847.0,7508.0,0.0016
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-11,wpe_long,23550,44.5,553,19100,273.0,326228265.0,1599552.0,5859.0,0.0161
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-12,ce_short,25700,60.4,4730,65975,1950.0,3046761372.5,18569980.0,9523.0,0.0013
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-12,pe_short,23750,58.2,1367,27150,781.0,813533146.25,5171361.0,6621.0,0.0055
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-12,wce_long,25900,40.5,2619,37350,1391.0,1698602912.5,6894518.0,4957.0,0.0028
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-12,wpe_long,23550,39.9,104,19500,65.0,61336352.5,269724.0,4150.0,0.0956
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-13,ce_short,25700,63.75,13702,49650,5917.0,8818953652.5,56777662.0,9596.0,0.0004
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-13,pe_short,23750,39.2,4408,25900,2370.0,2626356320.0,11231584.0,4739.0,0.0025
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-13,wce_long,25900,41.8,5451,46275,2556.0,3533752935.0,14810367.0,5794.0,0.0013
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-13,wpe_long,23550,29.2,2238,18875,1037.0,1321032073.75,4247724.0,4096.0,0.0061
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-16,ce_short,25700,68.55,3360,51325,1795.0,2164799336.25,14971320.0,8341.0,0.0016
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-16,pe_short,23750,38.5,897,26625,414.0,533563158.75,2244742.0,5422.0,0.0127
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-16,wce_long,25900,45.05,2532,50275,1006.0,1642366962.5,7414329.0,7370.0,0.0026
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-16,wpe_long,23550,27.65,844,16225,292.0,497560910.0,1516879.0,5195.0,0.017
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-17,ce_short,25700,44.1,5271,65300,2147.0,3393263136.25,15109322.0,7037.0,0.0016
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-17,pe_short,23750,60.1,2587,28475,862.0,1540067031.25,10106116.0,11724.0,0.0028
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-17,wce_long,25900,30.8,2298,49675,1035.0,1489898087.5,4600596.0,4445.0,0.0042
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-17,wpe_long,23550,40.3,1880,24125,722.0,1108844353.75,4924660.0,6821.0,0.0052
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-18,ce_short,25700,39.45,4619,64600,1995.0,2971945958.75,11844271.0,5937.0,0.002
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-18,pe_short,23750,103.85,3917,23100,2056.0,2335422328.75,26440729.0,12860.0,0.0011
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-18,wce_long,25900,29.25,2282,45375,949.0,1479063768.75,4338652.0,4572.0,0.0045
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-18,wpe_long,23550,66.9,3038,29625,1704.0,1793707153.75,13210743.0,7753.0,0.002
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-19,ce_short,25700,16.45,7116,88300,3344.0,4575531340.0,7608783.0,2275.0,0.0032
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-19,pe_short,23750,189.25,8277,30400,4602.0,4956674273.75,101817446.0,22125.0,0.0003
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-19,wce_long,25900,13.3,7069,64000,3068.0,4580141183.75,6111150.0,1992.0,0.0032
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-19,wpe_long,23550,128.0,7273,32175,3657.0,4307773633.75,60511360.0,16547.0,0.0004
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-20,ce_short,25700,10.0,15749,159275,6002.0,10123171111.25,10236850.0,1706.0,0.0023
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-20,pe_short,23750,338.85,26352,41800,16465.0,15809118618.75,580409388.0,35251.0,0.0
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-20,wce_long,25900,8.45,7711,79625,2331.0,4994714450.0,4235267.0,1817.0,0.0046
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-20,wpe_long,23550,237.6,10611,29725,6886.0,6296335618.75,163876284.0,23798.0,0.0002
1,FINNIFTY,2025-01-08,2025-01-28,2025-01-08,ce_short,24150,109.15,1727,12125,1253.0,1047608591.25,12252633.0,9779.0,0.0027
1,FINNIFTY,2025-01-08,2025-01-28,2025-01-08,pe_short,22300,69.05,1053,26600,561.0,589316692.5,4726127.0,8424.0,0.0044
1,FINNIFTY,2025-01-08,2025-01-28,2025-01-08,wce_long,24350,76.45,684,10950,408.0,417670755.0,3398967.0,8331.0,0.0079
1,FINNIFTY,2025-01-08,2025-01-28,2025-01-08,wpe_long,22100,48.85,1069,4100,585.0,592195317.5,3394342.0,5802.0,0.0051
1,FINNIFTY,2025-01-08,2025-01-28,2025-01-09,ce_short,24150,79.25,489,12950,282.0,296208147.5,2518961.0,8932.0,0.013
