trade_idx,underlying,entry_date,expiry,date,leg,strike,close,volume,oi,num_trades,notional_lakh,traded_value_inr,avg_trade_inr,our_share_of_traded
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-09,ce_short,25450,130.6,1172,12475,517.0,749974708.75,9949108.0,19244.0,0.0041
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-09,pe_short,24000,133.35,11163,125350,5007.0,6734456328.75,96758093.0,19325.0,0.0004
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-09,wce_long,25650,90.4,1582,20875,801.0,1018406490.0,9295832.0,11605.0,0.0033
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-09,wpe_long,23800,102.5,3630,71850,1323.0,2169039987.5,24184875.0,18280.0,0.0014
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-10,ce_short,25450,138.8,1432,11250,671.0,915998415.0,12919504.0,19254.0,0.0032
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-10,pe_short,24000,103.7,9039,124125,4096.0,5449827293.75,60927380.0,14875.0,0.0007
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-10,wce_long,25650,94.4,2055,20275,823.0,1322525373.75,12609480.0,15321.0,0.0024
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-10,wpe_long,23800,78.25,6449,57475,2829.0,3851915521.25,32801226.0,11595.0,0.0011
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-11,ce_short,25450,121.25,1348,12025,592.0,861875355.0,10623925.0,17946.0,0.0038
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-11,pe_short,24000,86.85,7998,130000,3151.0,4817628720.0,45150710.0,14329.0,0.0009
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-11,wce_long,25650,80.15,1001,21000,461.0,643971045.0,5214960.0,11312.0,0.0059
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-11,wpe_long,23800,64.9,2708,58250,804.0,1616127248.75,11423698.0,14209.0,0.003
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-12,ce_short,25450,101.8,903,16550,479.0,577004497.5,5975151.0,12474.0,0.0068
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-12,pe_short,24000,84.85,10065,129375,3168.0,6059894492.5,55510991.0,17522.0,0.0007
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-12,wce_long,25650,66.8,1414,19050,834.0,909280620.0,6139588.0,7362.0,0.005
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-12,wpe_long,23800,60.25,1596,56625,521.0,952007773.75,6250335.0,11997.0,0.0055
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-13,ce_short,25450,108.75,5263,12900,2599.0,3358214050.0,37202831.0,14314.0,0.0011
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-13,pe_short,24000,61.0,25220,123625,10687.0,15209849673.75,99997300.0,9357.0,0.0004
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-13,wce_long,25650,70.85,2907,13200,1292.0,1867638025.0,13387462.0,10362.0,0.0023
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-13,wpe_long,23800,43.05,9481,60325,4558.0,5661996631.25,26530208.0,5821.0,0.0013
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-16,ce_short,25450,119.1,1648,15125,703.0,1053533862.5,12757992.0,18148.0,0.0032
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-16,pe_short,24000,59.05,7420,126750,3075.0,4464236085.0,28479815.0,9262.0,0.0015
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-16,wce_long,25650,76.4,2202,15025,1166.0,1416424926.25,10935132.0,9378.0,0.0028
0,FINNIFTY,2024-12-09,2024-12-31,2024-12-16,wpe_long,23800,41.8,4400,64125,1517.0,2623158558.75,11954800.0,7881.0,0.0029
