entry_date,exit_date,expiry,spot,ce_k,pe_k,wce_k,wpe_k,ce_entry_px,pe_entry_px,wce_entry_px,wpe_entry_px,ce_exit_px,pe_exit_px,wce_exit_px,wpe_exit_px,net_credit,exit_debit,pnl_unit,lot,lots,pnl_total,max_loss_per_unit,max_loss_total,margin_required_inr,margin_pct_of_capital,exit_reason,month,year
2023-09-13,2023-09-22,2023-09-26,20386.8,21000,19800,21300,19500,24.62,33.89,13.93,21.44,1.25,109.3,1.05,13.6,23.14,101.65,-78.51,40,5,-15702.4,276.858,55371.6,270366.0,135.2,SL,2023-09,2023
2024-12-09,2024-12-30,2024-12-31,24722.6,25450,24000,25750,23700,125.38,128.02,78.68,97.52,0.35,388.2,0.25,140.7,77.19,262.46,-185.27,65,5,-60211.45,222.81,72413.25,489156.85,244.6,SL,2024-12,2024
2025-01-08,2025-01-28,2025-01-28,23236.0,23950,22550,24250,22250,148.03,103.97,98.98,67.23,0.0,0.0,0.0,0.0,85.79,0.0,85.79,65,5,27881.1,214.21200000000005,69618.90000000001,459806.1,229.9,EXPIRY,2025-01,2025
2025-02-10,2025-02-25,2025-02-25,23400.3,24100,22700,24400,22400,109.97,82.99,64.15,52.76,0.0,0.0,0.0,0.0,76.05,0.0,76.05,65,5,24716.25,223.95000000000002,72783.75,479144.25,239.6,EXPIRY,2025-02,2025
2025-03-10,2025-03-19,2025-03-25,23056.8,23750,22350,24050,22050,58.51,68.26,26.46,42.07,460.75,3.3,244.2,3.15,58.24,229.7,-171.46,65,5,-55724.5,241.75800000000004,78571.35,487134.05,243.6,SL,2025-03,2025
2025-04-09,2025-04-17,2025-04-24,24132.7,24850,23400,25150,23100,179.71,188.5,122.31,157.9,1239.4,8.55,928.3,6.55,88.0,331.89,-243.88,65,5,-79262.3,211.99800000000005,68899.35000000002,442095.55,221.0,SL,2025-04,2025
2025-05-08,2025-05-29,2025-05-29,25980.7,26750,25200,27050,24900,152.5,238.13,130.25,200.61,0.0,0.0,0.0,0.0,59.77,0.0,59.77,65,5,19423.95,240.23399999999998,78076.04999999999,466518.65,233.3,EXPIRY,2025-05,2025
2025-06-09,2025-06-26,2025-06-26,26992.8,27800,26200,28100,25900,108.29,100.8,69.39,73.44,0.0,0.0,0.0,0.0,66.26,0.0,66.26,65,5,21533.85,233.742,75966.15000000001,550280.25,275.1,EXPIRY,2025-06,2025
2025-07-14,2025-07-31,2025-07-31,26802.2,27600,26000,27900,25700,63.98,48.0,38.23,30.89,0.0,0.0,0.0,0.0,42.86,0.0,42.86,65,5,13930.8,257.13599999999997,83569.19999999998,569816.0,284.9,EXPIRY,2025-07,2025
2025-11-10,2025-11-25,2025-11-25,27305.0,28100,26500,28400,26200,64.37,52.42,35.15,36.18,0.0,0.0,0.0,0.0,45.45,0.0,45.45,65,5,14771.25,254.55,82728.75,580146.45,290.1,EXPIRY,2025-11,2025
2026-01-13,2026-01-27,2026-01-27,27586.0,28400,26750,28700,26450,31.2,30.48,14.2,25.92,0.0,0.0,0.0,0.0,21.56,0.0,21.56,60,5,6467.4,278.442,83532.6,550493.4,275.2,EXPIRY,2026-01,2026
2026-02-09,2026-02-24,2026-02-24,28154.0,29000,27300,29300,27000,43.78,58.32,27.49,44.33,0.0,0.0,0.0,0.0,30.28,0.0,30.28,60,5,9082.8,269.724,80917.2,552714.0,276.4,EXPIRY,2026-02,2026
2026-05-08,2026-05-13,2026-05-26,26011.5,26800,25250,27100,24950,176.45,159.94,125.71,139.32,46.7,358.3,34.35,129.0,71.35,256.15,-184.8,60,5,-55439.1,228.64800000000002,68594.40000000001,451400.4,225.7,SL,2026-05,2026
