trade_idx,underlying,entry_date,expiry,date,leg,strike,close,volume,oi,num_trades,notional_lakh,traded_value_inr,avg_trade_inr,our_share_of_traded
0,FINNIFTY,2023-07-13,2023-07-25,2023-07-13,ce_short,20400,53.05,752,15840,,6155.46,1595744.0,,0.0065
0,FINNIFTY,2023-07-13,2023-07-25,2023-07-13,pe_short,19600,37.2,605,4640,,4752.87,900240.0,,0.0081
0,FINNIFTY,2023-07-13,2023-07-25,2023-07-13,wce_long,20600,64.0,1,80,,8.26,2560.0,,5.1
0,FINNIFTY,2023-07-13,2023-07-25,2023-07-13,wpe_long,19400,21.2,369,5160,,2866.81,312912.0,,0.0138
1,FINNIFTY,2023-09-13,2023-09-26,2023-09-13,ce_short,20800,52.6,86,1000,,717.09,180944.0,,0.057
1,FINNIFTY,2023-09-13,2023-09-26,2023-09-13,pe_short,20000,60.85,528,20600,,4239.41,1285152.0,,0.0093
1,FINNIFTY,2023-09-13,2023-09-26,2023-09-13,wce_long,21000,25.65,522,5040,,4389.89,535572.0,,0.0098
1,FINNIFTY,2023-09-13,2023-09-26,2023-09-13,wpe_long,19800,35.3,326,6440,,2586.97,460312.0,,0.0156
1,FINNIFTY,2023-09-13,2023-09-26,2023-09-14,ce_short,20800,48.95,277,3800,,2309.72,542366.0,,0.019
1,FINNIFTY,2023-09-13,2023-09-26,2023-09-14,pe_short,20000,44.9,1595,32080,,12793.62,2864620.0,,0.0042
1,FINNIFTY,2023-09-13,2023-09-26,2023-09-14,wce_long,21000,22.75,524,9720,,4406.33,476840.0,,0.011
1,FINNIFTY,2023-09-13,2023-09-26,2023-09-14,wpe_long,19800,25.15,203,7240,,1610.2,204218.0,,0.0353
1,FINNIFTY,2023-09-13,2023-09-26,2023-09-15,ce_short,20800,51.2,3546,38120,,29585.72,7262208.0,,0.0014
1,FINNIFTY,2023-09-13,2023-09-26,2023-09-15,pe_short,20000,23.5,6422,72960,,51450.29,6036680.0,,0.002
1,FINNIFTY,2023-09-13,2023-09-26,2023-09-15,wce_long,21000,24.25,7242,53960,,60907.85,7024740.0,,0.0007
1,FINNIFTY,2023-09-13,2023-09-26,2023-09-15,wpe_long,19800,14.55,1995,30680,,15813.35,1161090.0,,0.0062
1,FINNIFTY,2023-09-13,2023-09-26,2023-09-18,ce_short,20800,23.65,22768,262200,,189674.76,21538528.0,,0.0005
1,FINNIFTY,2023-09-13,2023-09-26,2023-09-18,pe_short,20000,21.8,18979,176480,,151990.47,16549688.0,,0.0007
1,FINNIFTY,2023-09-13,2023-09-26,2023-09-18,wce_long,21000,10.95,23442,271880,,197033.91,10267596.0,,0.0005
1,FINNIFTY,2023-09-13,2023-09-26,2023-09-18,wpe_long,19800,11.85,9029,80920,,71551.14,4279746.0,,0.0017
1,FINNIFTY,2023-09-13,2023-09-26,2023-09-20,ce_short,20800,5.05,80722,417960,,671864.92,16305844.0,,0.0006
1,FINNIFTY,2023-09-13,2023-09-26,2023-09-20,pe_short,20000,64.7,224998,388440,,1805450.92,582294824.0,,0.0
1,FINNIFTY,2023-09-13,2023-09-26,2023-09-20,wce_long,21000,3.6,102015,583240,,857142.9,14690160.0,,0.0004
1,FINNIFTY,2023-09-13,2023-09-26,2023-09-20,wpe_long,19800,25.9,83873,311880,,665173.05,86892428.0,,0.0001
1,FINNIFTY,2023-09-13,2023-09-26,2023-09-21,ce_short,20800,1.65,115768,628960,,963309.26,7640688.0,,0.0013
1,FINNIFTY,2023-09-13,2023-09-26,2023-09-21,pe_short,20000,187.3,617104,476200,,4966473.73,4623343168.0,,0.0
1,FINNIFTY,2023-09-13,2023-09-26,2023-09-21,wce_long,21000,1.45,130261,1035680,,1094301.66,7555138.0,,0.0007
1,FINNIFTY,2023-09-13,2023-09-26,2023-09-21,wpe_long,19800,74.9,714879,1028720,,5679175.57,2141777484.0,,0.0
1,FINNIFTY,2023-09-13,2023-09-26,2023-09-22,ce_short,20800,1.4,198858,1191080,,1654608.17,11136048.0,,0.0009
