entry_date,exit_date,expiry,spot,ce_k,pe_k,wce_k,wpe_k,ce_entry_px,pe_entry_px,wce_entry_px,wpe_entry_px,ce_exit_px,pe_exit_px,wce_exit_px,wpe_exit_px,net_credit,exit_debit,pnl_unit,lot,lots,pnl_total,max_loss_per_unit,max_loss_total,margin_required_inr,margin_pct_of_capital,exit_reason,month,year
2024-12-09,2024-12-30,2024-12-31,24722.6,25450,24000,25600,23850,125.38,128.02,101.61,113.52,0.35,388.2,0.3,258.7,38.27,134.73,-96.46,65,5,-31350.8,111.73200000000003,36312.90000000001,476507.2,238.3,SL,2024-12,2024
2025-01-08,2025-01-28,2025-01-28,23236.0,23950,22550,24100,22400,148.03,103.97,123.6,86.11,0.0,0.0,0.0,0.0,42.28,0.0,42.28,65,5,13742.3,107.71600000000004,35007.70000000001,445667.3,222.8,EXPIRY,2025-01,2025
2025-02-10,2025-02-25,2025-02-25,23400.3,24100,22700,24250,22550,109.97,82.99,76.39,60.74,0.0,0.0,0.0,0.0,55.84,0.0,55.84,65,5,18146.7,94.16400000000002,30603.300000000003,472574.7,236.3,EXPIRY,2025-02,2025
2025-03-10,2025-03-18,2025-03-25,23056.8,23750,22350,23900,22200,58.51,68.26,47.42,60.32,323.45,4.95,257.75,4.25,19.02,69.06,-50.03,65,5,-16260.4,130.976,42567.2,474388.2,237.2,SL,2025-03,2025
2025-04-08,2025-04-16,2025-04-24,24301.5,25050,23550,25200,23400,183.36,186.05,158.03,178.72,538.15,26.0,428.6,10.95,32.66,129.58,-96.93,65,5,-31501.6,117.34399999999994,38136.79999999998,427585.6,213.8,SL,2025-04,2025
2025-05-08,2025-05-29,2025-05-29,25980.7,26750,25200,26900,25050,152.5,238.13,134.26,230.52,0.0,0.0,0.0,0.0,25.84,0.0,25.84,65,5,8399.3,124.156,40350.7,455494.0,227.7,EXPIRY,2025-05,2025
2025-06-10,2025-06-26,2025-06-26,26867.0,27650,26050,27800,25900,82.75,71.95,70.93,66.98,0.0,0.0,0.0,0.0,16.8,0.0,16.8,65,5,5460.0,133.20000000000002,43290.00000000001,548566.2,274.3,EXPIRY,2025-06,2025
2025-10-10,2025-10-17,2025-10-28,26842.2,27650,26050,27800,25900,49.97,44.59,36.19,38.53,191.25,29.05,135.4,18.55,19.84,69.0,-49.17,65,5,-15979.6,130.164,42303.299999999996,569099.7,284.5,SL,2025-10,2025
2026-01-13,2026-01-27,2026-01-27,27586.0,28400,26750,28550,26600,31.2,30.48,20.8,25.12,0.0,0.0,0.0,0.0,15.76,0.0,15.76,60,5,4729.2,134.236,40270.799999999996,548755.2,274.4,EXPIRY,2026-01,2026
2026-02-09,2026-02-24,2026-02-24,28154.0,29000,27300,29150,27150,43.78,58.32,34.53,52.21,0.0,0.0,0.0,0.0,15.36,0.0,15.36,60,5,4608.0,134.64000000000001,40392.0,548239.2,274.1,EXPIRY,2026-02,2026
2026-05-13,2026-05-26,2026-05-26,25116.7,25850,24350,26000,24200,216.19,161.38,162.08,162.24,0.0,0.0,0.0,0.0,53.24,0.0,53.24,60,5,15973.2,96.75600000000003,29026.80000000001,414742.8,207.4,EXPIRY,2026-05,2026
