trade_idx,underlying,entry_date,expiry,date,leg,strike,close,volume,oi,num_trades,notional_lakh,traded_value_inr,avg_trade_inr,our_share_of_traded
0,FINNIFTY,2024-12-02,2024-12-31,2024-12-02,ce_short,24550,251.0,3762,13200,2236.0,2330243246.25,61377030.0,27449.0,0.0013
0,FINNIFTY,2024-12-02,2024-12-31,2024-12-02,pe_short,23600,194.35,1946,22850,1276.0,1159515123.75,24583332.0,19266.0,0.0025
0,FINNIFTY,2024-12-02,2024-12-31,2024-12-02,wce_long,24700,199.95,2645,16325,1428.0,1645455282.5,34376404.0,24073.0,0.0019
0,FINNIFTY,2024-12-02,2024-12-31,2024-12-02,wpe_long,23450,161.9,994,11900,567.0,587621992.5,10460359.0,18449.0,0.0051
0,FINNIFTY,2024-12-02,2024-12-31,2024-12-03,ce_short,24550,314.35,3074,13800,2357.0,1910935645.0,62810274.0,26648.0,0.0013
0,FINNIFTY,2024-12-02,2024-12-31,2024-12-03,pe_short,23600,153.9,2096,27875,1168.0,1244715668.75,20967336.0,17951.0,0.003
0,FINNIFTY,2024-12-02,2024-12-31,2024-12-03,wce_long,24700,247.05,3313,17725,1895.0,2066440540.0,53200982.0,28074.0,0.0012
0,FINNIFTY,2024-12-02,2024-12-31,2024-12-03,wpe_long,23450,127.3,722,12325,381.0,425675030.0,5974189.0,15680.0,0.009
0,FINNIFTY,2024-12-02,2024-12-31,2024-12-04,ce_short,24550,445.9,21025,30200,12599.0,13132215965.0,609378088.0,48367.0,0.0001
0,FINNIFTY,2024-12-02,2024-12-31,2024-12-04,pe_short,23600,113.65,752,28425,352.0,445940691.25,5555212.0,15782.0,0.0111
0,FINNIFTY,2024-12-02,2024-12-31,2024-12-04,wce_long,24700,364.8,9592,57750,6975.0,6007297565.0,227445504.0,32609.0,0.0003
0,FINNIFTY,2024-12-02,2024-12-31,2024-12-04,wpe_long,23450,93.55,1225,12775,363.0,721163616.25,7448919.0,20520.0,0.0072
0,FINNIFTY,2024-12-02,2024-12-31,2024-12-05,ce_short,24550,525.35,12155,16125,7113.0,7600505627.5,415065901.0,58353.0,0.0002
0,FINNIFTY,2024-12-02,2024-12-31,2024-12-05,pe_short,23600,96.2,2295,24900,1069.0,1360840837.5,14350635.0,13424.0,0.0043
