entry_date,exit_date,expiry,spot,ce_k,pe_k,wce_k,wpe_k,ce_entry_px,pe_entry_px,wce_entry_px,wpe_entry_px,ce_exit_px,pe_exit_px,wce_exit_px,wpe_exit_px,net_credit,exit_debit,pnl_unit,lot,lots,pnl_total,max_loss_per_unit,max_loss_total,margin_required_inr,margin_pct_of_capital,exit_reason,month,year
2023-12-13,2023-12-26,2023-12-26,21171.2,21600,20750,21900,20450,57.82,80.31,19.97,10.4,0.0,0.0,0.0,0.0,107.76,0.0,107.76,40,5,21552.6,192.237,38447.399999999994,281906.4,141.0,EXPIRY,2023-12,2023
2024-12-09,2024-12-31,2024-12-31,24722.6,25200,24250,25500,23950,196.39,181.84,124.85,128.65,0.0,737.2,0.0,437.2,124.73,309.0,-184.27,65,5,-59887.43,175.269,56962.425,464035.0,232.0,EXPIRY,2024-12,2024
2025-01-08,2025-01-28,2025-01-28,23236.0,23700,22750,24000,22450,227.65,150.09,148.3,92.98,0.0,0.0,0.0,0.0,136.46,0.0,136.46,65,5,44349.82,163.53900000000004,53150.17500000001,434856.5,217.4,EXPIRY,2025-01,2025
2025-02-10,2025-02-25,2025-02-25,23400.3,23850,22950,24150,22650,168.85,145.48,119.13,89.91,0.0,0.0,0.0,0.0,105.3,0.0,105.3,65,5,34220.88,194.70499999999998,63279.12499999999,449202.0,224.6,EXPIRY,2025-02,2025
2025-03-10,2025-03-25,2025-03-25,23056.8,23500,22600,23800,22300,133.08,129.41,63.39,73.94,1586.0,0.0,1286.0,0.0,125.16,309.0,-183.84,65,5,-59747.67,174.83899999999994,56822.67499999998,464772.1,232.4,EXPIRY,2025-03,2025
2025-04-08,2025-04-24,2025-04-24,24301.5,24800,23800,25100,23500,274.35,243.63,186.78,194.58,1655.05,0.2,895.85,0.1,136.61,782.08,-645.47,65,5,-209777.1,163.38899999999995,53101.42499999998,413085.4,206.5,SL,2025-04,2025
2025-05-08,2025-05-29,2025-05-29,25980.7,26500,25450,26800,25150,230.64,297.97,158.24,248.66,0.0,0.0,0.0,0.0,121.71,0.0,121.71,65,5,39556.4,178.28800000000007,57943.60000000002,441805.0,220.9,EXPIRY,2025-05,2025
2025-06-10,2025-06-26,2025-06-26,26867.0,27400,26350,27700,26050,145.53,129.41,86.53,77.95,0.0,0.0,0.0,0.0,110.46,0.0,110.46,65,5,35900.48,189.53699999999998,61599.524999999994,540482.8,270.2,EXPIRY,2025-06,2025
2025-07-09,2025-07-31,2025-07-31,27058.5,27600,26500,27900,26200,148.81,113.24,87.62,73.22,0.0,0.0,0.0,0.0,101.22,0.0,101.22,65,5,32895.2,198.78400000000005,64604.80000000002,545533.3,272.8,EXPIRY,2025-07,2025
2025-09-12,2025-09-30,2025-09-30,26363.2,26900,25850,27200,25550,67.77,60.02,29.54,34.01,0.0,0.0,0.0,0.0,64.25,0.0,64.25,65,5,20880.6,235.752,76619.4,562235.7,281.1,EXPIRY,2025-09,2025
2025-10-14,2025-10-28,2025-10-28,26828.3,27350,26300,27650,26000,87.95,80.07,44.04,47.53,103.95,0.0,0.0,0.0,76.45,107.07,-30.62,65,5,-9951.34,223.551,72654.075,563071.6,281.5,EXPIRY,2025-10,2025
2025-11-12,2025-11-25,2025-11-25,27337.3,27900,26800,28200,26500,87.02,70.22,42.74,41.91,0.0,0.0,0.0,0.0,72.58,0.0,72.58,65,5,23590.12,227.41500000000002,73909.875,576921.8,288.5,EXPIRY,2025-11,2025
2025-12-09,2025-12-30,2025-12-30,27549.8,28100,27000,28400,26700,136.66,76.73,70.56,44.88,0.0,0.0,0.0,0.0,97.95,0.0,97.95,65,5,31835.37,202.04500000000002,65664.62500000001,571337.0,285.7,EXPIRY,2025-12,2025
2026-01-08,2026-01-27,2026-01-27,27672.6,28250,27100,28550,26800,99.81,59.88,39.94,33.18,0.0,42.0,0.0,0.0,86.58,43.26,43.32,60,5,12995.7,213.42100000000002,64026.3,542636.4,271.3,EXPIRY,2026-01,2026
2026-02-09,2026-02-24,2026-02-24,28154.0,28700,27600,29000,27300,89.13,97.22,47.42,63.18,0.0,0.0,0.0,0.0,75.74,0.0,75.74,60,5,22722.9,224.25700000000003,67277.1,541078.8,270.5,EXPIRY,2026-02,2026
2026-05-08,2026-05-26,2026-05-26,26011.5,26550,25500,26850,25200,278.81,228.73,173.06,168.84,0.0,0.0,0.0,0.0,165.64,0.0,165.64,60,5,49692.6,134.35799999999995,40307.39999999999,428340.0,214.2,EXPIRY,2026-05,2026
