entry_date,exit_date,expiry,spot,ce_k,pe_k,wce_k,wpe_k,ce_entry_px,pe_entry_px,wce_entry_px,wpe_entry_px,ce_exit_px,pe_exit_px,wce_exit_px,wpe_exit_px,net_credit,exit_debit,pnl_unit,lot,lots,pnl_total,max_loss_per_unit,max_loss_total,margin_required_inr,margin_pct_of_capital,exit_reason,month,year
2024-04-01,2024-04-30,2024-04-30,21198.4,21600,20750,21750,20600,390.24,400.23,155.86,265.66,241.15,0.0,91.15,0.0,368.95,153.0,215.95,40,5,43190.6,-218.95299999999997,-43790.59999999999,203677.0,101.8,EXPIRY,2024-04,2024
2024-05-06,2024-05-28,2024-05-28,21743.7,22200,21300,22350,21150,302.48,934.38,263.93,134.59,0.0,0.0,0.0,0.0,838.34,0.0,838.34,40,5,167668.8,-688.3439999999999,-137668.8,216097.2,108.0,EXPIRY,2024-05,2024
2024-06-04,2024-06-25,2024-06-25,20819.5,21250,20400,21400,20250,951.82,429.19,617.2,14.94,2260.65,0.0,2110.65,0.0,748.87,153.0,595.87,40,5,119174.2,-598.8709999999999,-119774.19999999998,156791.0,78.4,EXPIRY,2024-06,2024
2024-07-05,2024-07-12,2024-07-30,23641.8,24100,23150,24250,23000,195.71,385.48,397.24,100.11,199.7,393.35,150.0,160.0,83.84,288.71,-204.87,40,5,-40974.8,66.16300000000001,13232.600000000002,221829.6,110.9,SL,2024-07,2024
2024-08-02,2024-08-27,2024-08-27,23365.9,23850,22900,24000,22750,366.76,1034.14,204.0,255.0,0.0,0.0,0.0,0.0,941.91,0.0,941.91,40,5,188382.0,-791.9099999999999,-158381.99999999997,226100.0,113.1,EXPIRY,2024-08,2024
2024-09-02,2024-09-24,2024-09-24,23727.5,24200,23250,24350,23100,876.27,331.88,292.43,645.76,683.65,0.0,533.65,0.0,269.95,153.0,116.95,40,5,23389.6,-119.94799999999975,-23989.59999999995,135020.8,67.5,EXPIRY,2024-09,2024
2024-10-01,2024-10-29,2024-10-29,24477.5,24950,24000,25100,23850,646.8,193.89,285.24,191.3,0.0,0.0,0.0,0.0,364.15,0.0,364.15,65,5,118348.42,-214.149,-69598.42499999999,386020.7,193.0,EXPIRY,2024-10,2024
2024-11-04,2024-11-13,2024-11-26,23660.2,24150,23200,24300,23050,709.81,600.2,861.54,94.86,724.3,612.45,87.8,99.3,353.61,1172.64,-819.03,65,5,-266185.08,-203.61199999999985,-66173.89999999995,212386.53,106.2,SL,2024-11,2024
2024-12-02,2024-12-31,2024-12-31,24072.7,24550,23600,24700,23450,245.98,190.46,203.95,165.14,0.0,87.2,0.0,0.0,67.36,88.94,-21.59,65,5,-7016.1,82.644,26859.300000000003,412104.22,206.1,EXPIRY,2024-12,2024
2025-01-01,2025-01-28,2025-01-28,23620.0,24100,23150,24250,23000,268.37,180.47,221.49,154.89,0.0,344.1,0.0,194.1,72.46,153.0,-80.54,65,5,-26175.5,77.53999999999996,25200.49999999999,399789.0,199.9,EXPIRY,2025-01,2025
2025-02-03,2025-02-25,2025-02-25,23132.5,23600,22650,23750,22500,244.46,162.83,190.94,148.05,0.0,0.0,0.0,0.0,68.29,0.0,68.29,65,5,22194.58,81.70899999999995,26555.42499999998,400888.48,200.4,EXPIRY,2025-02,2025
2025-03-03,2025-03-25,2025-03-25,22953.0,23400,22500,23550,22350,214.77,166.21,187.83,150.55,1686.0,0.0,1536.0,0.0,42.59,153.0,-110.41,65,5,-35883.25,107.40999999999997,34908.24999999999,397219.88,198.6,EXPIRY,2025-03,2025
2025-04-01,2025-04-21,2025-04-24,24529.4,25000,24050,25150,23900,218.88,138.96,180.08,112.2,1441.4,5.15,1223.5,4.6,65.57,222.82,-157.25,65,5,-51107.23,84.43400000000003,27441.05000000001,447011.17,223.5,SL,2025-04,2025
2025-05-02,2025-05-05,2025-05-29,26151.8,26650,25650,26800,25500,293.51,265.92,266.93,274.89,297.2,266.35,234.2,230.6,17.61,100.72,-83.12,65,5,-27012.7,132.39099999999996,43027.07499999999,401822.2,200.9,SL,2025-05,2025
2025-06-02,2025-06-26,2025-06-26,26448.4,27000,25900,27150,25750,290.08,215.89,251.63,193.09,248.4,0.0,98.4,0.0,61.25,153.0,-91.75,65,5,-29817.45,88.74600000000004,28842.45000000001,440011.0,220.0,EXPIRY,2025-06,2025
2025-07-02,2025-07-31,2025-07-31,26861.7,27400,26300,27550,26150,227.65,855.83,615.93,214.81,0.0,0.0,0.0,0.0,252.75,0.0,252.75,65,5,82143.42,-102.7489999999998,-33393.42499999993,323394.82,161.7,EXPIRY,2025-07,2025
2025-08-06,2025-08-28,2025-08-28,26371.2,26900,25850,27050,25700,564.33,207.12,446.15,169.32,0.0,209.7,0.0,59.7,155.99,153.0,2.99,65,5,971.1,-5.987999999999943,-1946.0999999999813,382860.4,191.4,EXPIRY,2025-08,2025
2025-09-02,2025-09-30,2025-09-30,25573.0,26100,25050,26250,24900,1995.77,269.94,384.23,207.42,0.0,0.0,0.0,0.0,1674.06,0.0,1674.06,65,5,544069.5,-1524.06,-495319.49999999994,372920.93,186.5,EXPIRY,2025-09,2025
2025-10-01,2025-10-28,2025-10-28,26382.2,26900,25850,27050,25700,149.25,107.95,112.25,85.48,553.95,0.0,403.95,0.0,59.47,153.0,-93.53,65,5,-30395.95,90.52599999999998,29420.949999999993,518626.22,259.3,EXPIRY,2025-10,2025
2025-11-03,2025-11-25,2025-11-25,27306.2,27850,26750,28000,26600,179.98,206.0,143.11,107.66,0.0,0.0,0.0,0.0,135.21,0.0,135.21,65,5,43941.95,14.794000000000068,4808.050000000022,521830.72,260.9,EXPIRY,2025-11,2025
2025-12-01,2025-12-30,2025-12-30,27814.5,28350,27250,28500,27100,269.94,418.12,153.36,107.71,0.0,0.0,0.0,0.0,426.99,0.0,426.99,65,5,138771.43,-276.98900000000003,-90021.42500000002,529532.57,264.8,EXPIRY,2025-12,2025
2026-01-01,2026-01-27,2026-01-27,27666.8,28200,27100,28350,26950,794.14,87.12,196.2,67.73,0.0,42.0,0.0,0.0,617.34,42.84,574.5,60,5,172350.0,-467.3399999999999,-140202.0,484882.5,242.4,EXPIRY,2026-01,2026
2026-02-02,2026-02-19,2026-02-24,26799.0,27350,26250,27500,26100,203.5,176.35,169.32,145.45,988.55,6.1,582.5,6.7,65.08,413.56,-348.48,60,5,-104544.9,84.92399999999998,25477.199999999993,452288.4,226.1,SL,2026-02,2026
2026-04-02,2026-04-06,2026-04-28,24041.5,24500,23550,24650,23400,586.24,467.17,552.18,359.6,868.4,476.7,541.35,352.55,141.62,460.22,-318.6,60,5,-95580.0,8.375999999999976,2512.799999999993,216576.6,108.3,SL,2026-04,2026
2026-05-04,2026-05-26,2026-05-26,25814.4,26350,25300,26500,25150,476.92,243.48,274.18,267.39,0.0,0.0,0.0,0.0,178.83,0.0,178.83,60,5,53648.7,-28.82899999999995,-8648.699999999986,364359.3,182.2,EXPIRY,2026-05,2026
