entry_date,exit_date,expiry,spot,ce_k,pe_k,wce_k,wpe_k,ce_entry_px,pe_entry_px,wce_entry_px,wpe_entry_px,ce_exit_px,pe_exit_px,wce_exit_px,wpe_exit_px,net_credit,exit_debit,pnl_unit,lot,lots,pnl_total,max_loss_per_unit,max_loss_total,margin_required_inr,margin_pct_of_capital,exit_reason,month,year,running_pnl,equity,roi_pct,peak,drawdown_pct
2023-06-20,2023-06-27,2023-06-27,19502.9,20000,19000,20150,18850,6.81,10.29,3.59,6.92,0.0,0.0,0.0,0.0,6.6,0.0,6.6,40,4,1056.0,143.403,22944.48,210478.4,42.1,EXPIRY,2023-06,2023,1056.0,501056.0,0.2112,501056.0,0.0
2023-07-18,2023-07-25,2023-07-25,20262.6,20750,19750,20900,19600,31.8,24.89,20.44,17.16,0.0,0.0,0.0,0.0,19.1,0.0,19.1,40,4,3056.0,130.90300000000002,20944.480000000003,214304.0,42.86,EXPIRY,2023-07,2023,4112.0,504112.0,0.8224,504112.0,0.0
2023-08-22,2023-08-29,2023-08-29,19551.8,20050,19050,20200,18900,7.2,12.15,4.06,8.06,0.0,0.0,0.0,0.0,7.24,0.0,7.24,40,4,1158.4,142.761,22841.76,210764.8,42.15,EXPIRY,2023-08,2023,5270.4,505270.4,1.0541,505270.4,0.0
2023-11-21,2023-11-28,2023-11-28,19612.1,20100,19100,20250,18950,9.02,8.72,4.84,6.19,0.0,0.0,0.0,0.0,6.71,0.0,6.71,40,4,1073.6,143.286,22925.760000000002,211483.2,42.3,EXPIRY,2023-11,2023,6344.0,506344.0,1.2688,506344.0,0.0
2023-12-19,2023-12-26,2023-12-26,21434.4,21950,20900,22100,20750,17.69,12.54,10.76,8.68,0.0,0.0,0.0,0.0,10.79,0.0,10.79,40,4,1726.3999999999999,139.215,22274.4,229993.6,46.0,EXPIRY,2023-12,2023,8070.4,508070.4,1.6141,508070.4,0.0
2024-01-23,2024-01-30,2024-01-30,20137.1,20650,19650,20800,19500,52.14,59.44,41.03,45.24,0.0,0.0,0.0,0.0,25.31,0.0,25.31,40,4,4049.6,124.695,19951.199999999997,205428.8,41.09,EXPIRY,2024-01,2024,12120.0,512120.0,2.424,512120.0,0.0
2024-02-20,2024-02-27,2024-02-27,20800.8,21300,20300,21450,20150,45.37,50.18,30.47,35.88,0.0,0.0,0.0,0.0,29.2,0.0,29.2,40,4,4672.0,120.802,19328.32,215688.0,43.14,EXPIRY,2024-02,2024,16792.0,516792.0,3.3584,516792.0,0.0
2024-03-19,2024-03-26,2024-03-26,20602.0,21100,20100,21250,19950,24.11,27.78,14.04,16.48,0.0,0.0,0.0,0.0,21.37,0.0,21.37,40,4,3419.2000000000003,128.63299999999998,20581.28,219244.8,43.85,EXPIRY,2024-03,2024,20211.2,520211.2,4.0422,520211.2,0.0
2024-04-23,2024-04-30,2024-04-30,21334.2,21850,20800,22000,20650,15.97,26.56,9.62,20.49,0.0,0.0,0.0,0.0,12.42,0.0,12.42,40,4,1987.2,137.576,22012.16,227198.4,45.44,EXPIRY,2024-04,2024,22198.4,522198.4,4.4397,522198.4,0.0
2024-05-21,2024-05-28,2024-05-28,21438.2,21950,20900,22100,20750,25.28,19.8,14.46,13.73,32.15,0.0,0.0,0.0,16.9,33.11,-16.22,40,4,-2595.2,133.104,21296.640000000003,228593.6,45.72,EXPIRY,2024-05,2024,19603.2,519603.2,3.9206,522198.4,-0.497
2024-11-27,2024-12-31,2024-12-31,24046.8,24650,23450,24800,23300,251.32,134.8,212.42,117.36,0.0,0.0,0.0,0.0,56.34,0.0,56.34,65,4,14648.400000000001,93.66399999999999,24352.639999999996,339461.2,67.89,EXPIRY,2024-11,2024,34251.600000000006,534251.6,6.8503,534251.6,0.0
2025-01-07,2025-01-28,2025-01-28,23430.3,24000,22850,24150,22700,201.93,154.59,169.26,129.64,0.0,44.1,0.0,0.0,57.63,45.42,12.21,65,4,3174.6000000000004,92.37200000000007,24016.72000000002,336440.0,67.29,EXPIRY,2025-01,2025,37426.200000000004,537426.2,7.4852,537426.2,0.0
2025-01-28,2025-01-30,2025-01-30,22805.9,23400,22250,23550,22100,640.63,12.3,0.88,8.42,0.0,0.0,0.0,0.0,643.62,0.0,643.62,65,4,167341.2,-493.61699999999996,-128340.41999999998,401128.0,80.23,EXPIRY,2025-01,2025,204767.40000000002,704767.4,40.9535,704767.4,0.0
2025-02-04,2025-02-25,2025-02-25,23620.7,24200,23050,24350,22900,164.3,153.91,144.72,142.84,0.0,13.95,0.0,0.0,30.65,14.37,16.28,65,4,4232.8,119.35399999999998,31032.039999999997,342924.4,68.58,EXPIRY,2025-02,2025,209000.2,709000.2,41.8,709000.2,0.0
2025-02-25,2025-02-27,2025-02-27,23036.0,23600,22450,23750,22300,2.55,3.19,2.24,1.98,0.0,0.0,0.0,0.0,1.52,0.0,1.52,65,4,395.2,148.47899999999998,38604.53999999999,405984.8,81.2,EXPIRY,2025-02,2025,209395.40000000002,709395.4,41.8791,709395.4,0.0
2025-03-04,2025-03-25,2025-03-25,23028.5,23600,22450,23750,22300,158.61,128.87,132.34,117.0,1486.0,0.0,1336.0,0.0,38.14,154.5,-116.36,65,4,-30253.6,111.857,29082.82,342253.6,68.45,EXPIRY,2025-03,2025,179141.80000000002,679141.8,35.8284,709395.4,-4.2647
2025-05-27,2025-05-29,2025-05-29,26420.8,27100,25750,27250,25600,42.29,31.8,27.66,20.9,0.0,0.0,0.0,0.0,25.52,0.0,25.52,65,4,6635.2,124.48000000000002,32364.800000000003,454568.4,90.91,EXPIRY,2025-05,2025,185777.00000000003,685777.0,37.1554,709395.4,-3.3294
2025-06-24,2025-06-26,2025-06-26,26750.4,27400,26100,27550,25950,7.15,10.98,4.58,8.37,0.0,0.0,0.0,0.0,5.18,0.0,5.18,65,4,1346.8,144.818,37652.68,469573.0,93.91,EXPIRY,2025-06,2025,187123.80000000002,687123.8,37.4248,709395.4,-3.1395
2025-07-29,2025-07-31,2025-07-31,26700.7,27350,26050,27500,25900,4.9,4.17,3.69,2.91,0.0,0.0,0.0,0.0,2.46,0.0,2.46,65,4,639.6,147.539,38360.14,470340.0,94.07,EXPIRY,2025-07,2025,187763.40000000002,687763.4,37.5527,709395.4,-3.0494
2025-08-26,2025-08-28,2025-08-28,25952.6,26600,25300,26750,25150,5.0,4.56,3.95,3.59,0.0,0.0,0.0,0.0,2.01,0.0,2.01,65,4,522.5999999999999,147.985,38476.100000000006,456835.6,91.37,EXPIRY,2025-08,2025,188286.00000000003,688286.0,37.6572,709395.4,-2.9757
2026-01-20,2026-01-27,2026-01-27,27200.6,27900,26500,28050,26350,17.0,19.26,9.62,12.43,0.0,0.0,0.0,0.0,14.21,0.0,14.21,60,4,3410.4,135.788,32589.120000000003,438612.0,87.72,EXPIRY,2026-01,2026,191696.40000000002,691696.4,38.3393,709395.4,-2.4949
