trade_idx,entry_date,exit_date,expiry,spot_at_entry,lot_size,lots,qty_per_leg,exit_reason,phase,leg,action,strike,price,qty,value_inr,margin_required_inr
0,2023-06-20,2023-06-27,2023-06-27,19502.9,40,8,320,EXPIRY,ENTRY,ce_short,SELL,20000,6.81,320,-2179.2,420956.8
0,2023-06-20,2023-06-27,2023-06-27,19502.9,40,8,320,EXPIRY,ENTRY,pe_short,SELL,19000,10.29,320,-3292.8,420956.8
0,2023-06-20,2023-06-27,2023-06-27,19502.9,40,8,320,EXPIRY,ENTRY,wce_long,BUY,20150,3.59,320,1148.8,420956.8
0,2023-06-20,2023-06-27,2023-06-27,19502.9,40,8,320,EXPIRY,ENTRY,wpe_long,BUY,18850,6.92,320,2214.4,420956.8
0,2023-06-20,2023-06-27,2023-06-27,19502.9,40,8,320,EXPIRY,EXIT,ce_short,BUY,20000,0.0,320,0.0,420956.8
0,2023-06-20,2023-06-27,2023-06-27,19502.9,40,8,320,EXPIRY,EXIT,pe_short,BUY,19000,0.0,320,0.0,420956.8
0,2023-06-20,2023-06-27,2023-06-27,19502.9,40,8,320,EXPIRY,EXIT,wce_long,SELL,20150,0.0,320,-0.0,420956.8
0,2023-06-20,2023-06-27,2023-06-27,19502.9,40,8,320,EXPIRY,EXIT,wpe_long,SELL,18850,0.0,320,-0.0,420956.8
1,2023-07-18,2023-07-25,2023-07-25,20262.6,40,8,320,EXPIRY,ENTRY,ce_short,SELL,20750,31.8,320,-10176.0,428608.0
1,2023-07-18,2023-07-25,2023-07-25,20262.6,40,8,320,EXPIRY,ENTRY,pe_short,SELL,19750,24.89,320,-7964.8,428608.0
1,2023-07-18,2023-07-25,2023-07-25,20262.6,40,8,320,EXPIRY,ENTRY,wce_long,BUY,20900,20.44,320,6540.8,428608.0
1,2023-07-18,2023-07-25,2023-07-25,20262.6,40,8,320,EXPIRY,ENTRY,wpe_long,BUY,19600,17.16,320,5491.2,428608.0
1,2023-07-18,2023-07-25,2023-07-25,20262.6,40,8,320,EXPIRY,EXIT,ce_short,BUY,20750,0.0,320,0.0,428608.0
1,2023-07-18,2023-07-25,2023-07-25,20262.6,40,8,320,EXPIRY,EXIT,pe_short,BUY,19750,0.0,320,0.0,428608.0
1,2023-07-18,2023-07-25,2023-07-25,20262.6,40,8,320,EXPIRY,EXIT,wce_long,SELL,20900,0.0,320,-0.0,428608.0
1,2023-07-18,2023-07-25,2023-07-25,20262.6,40,8,320,EXPIRY,EXIT,wpe_long,SELL,19600,0.0,320,-0.0,428608.0
2,2023-08-22,2023-08-29,2023-08-29,19551.8,40,8,320,EXPIRY,ENTRY,ce_short,SELL,20050,7.2,320,-2304.0,421529.6
2,2023-08-22,2023-08-29,2023-08-29,19551.8,40,8,320,EXPIRY,ENTRY,pe_short,SELL,19050,12.15,320,-3888.0,421529.6
2,2023-08-22,2023-08-29,2023-08-29,19551.8,40,8,320,EXPIRY,ENTRY,wce_long,BUY,20200,4.06,320,1299.2,421529.6
2,2023-08-22,2023-08-29,2023-08-29,19551.8,40,8,320,EXPIRY,ENTRY,wpe_long,BUY,18900,8.06,320,2579.2,421529.6
2,2023-08-22,2023-08-29,2023-08-29,19551.8,40,8,320,EXPIRY,EXIT,ce_short,BUY,20050,0.0,320,0.0,421529.6
2,2023-08-22,2023-08-29,2023-08-29,19551.8,40,8,320,EXPIRY,EXIT,pe_short,BUY,19050,0.0,320,0.0,421529.6
2,2023-08-22,2023-08-29,2023-08-29,19551.8,40,8,320,EXPIRY,EXIT,wce_long,SELL,20200,0.0,320,-0.0,421529.6
2,2023-08-22,2023-08-29,2023-08-29,19551.8,40,8,320,EXPIRY,EXIT,wpe_long,SELL,18900,0.0,320,-0.0,421529.6
3,2023-11-21,2023-11-28,2023-11-28,19612.1,40,8,320,EXPIRY,ENTRY,ce_short,SELL,20100,9.02,320,-2886.4,422966.4
3,2023-11-21,2023-11-28,2023-11-28,19612.1,40,8,320,EXPIRY,ENTRY,pe_short,SELL,19100,8.72,320,-2790.4,422966.4
3,2023-11-21,2023-11-28,2023-11-28,19612.1,40,8,320,EXPIRY,ENTRY,wce_long,BUY,20250,4.84,320,1548.8,422966.4
3,2023-11-21,2023-11-28,2023-11-28,19612.1,40,8,320,EXPIRY,ENTRY,wpe_long,BUY,18950,6.19,320,1980.8,422966.4
3,2023-11-21,2023-11-28,2023-11-28,19612.1,40,8,320,EXPIRY,EXIT,ce_short,BUY,20100,0.0,320,0.0,422966.4
3,2023-11-21,2023-11-28,2023-11-28,19612.1,40,8,320,EXPIRY,EXIT,pe_short,BUY,19100,0.0,320,0.0,422966.4
3,2023-11-21,2023-11-28,2023-11-28,19612.1,40,8,320,EXPIRY,EXIT,wce_long,SELL,20250,0.0,320,-0.0,422966.4
3,2023-11-21,2023-11-28,2023-11-28,19612.1,40,8,320,EXPIRY,EXIT,wpe_long,SELL,18950,0.0,320,-0.0,422966.4
4,2023-12-19,2023-12-26,2023-12-26,21434.4,40,8,320,EXPIRY,ENTRY,ce_short,SELL,21950,17.69,320,-5660.8,459987.2
4,2023-12-19,2023-12-26,2023-12-26,21434.4,40,8,320,EXPIRY,ENTRY,pe_short,SELL,20900,12.54,320,-4012.8,459987.2
4,2023-12-19,2023-12-26,2023-12-26,21434.4,40,8,320,EXPIRY,ENTRY,wce_long,BUY,22100,10.76,320,3443.2,459987.2
4,2023-12-19,2023-12-26,2023-12-26,21434.4,40,8,320,EXPIRY,ENTRY,wpe_long,BUY,20750,8.68,320,2777.6,459987.2
4,2023-12-19,2023-12-26,2023-12-26,21434.4,40,8,320,EXPIRY,EXIT,ce_short,BUY,21950,0.0,320,0.0,459987.2
4,2023-12-19,2023-12-26,2023-12-26,21434.4,40,8,320,EXPIRY,EXIT,pe_short,BUY,20900,0.0,320,0.0,459987.2
4,2023-12-19,2023-12-26,2023-12-26,21434.4,40,8,320,EXPIRY,EXIT,wce_long,SELL,22100,0.0,320,-0.0,459987.2
4,2023-12-19,2023-12-26,2023-12-26,21434.4,40,8,320,EXPIRY,EXIT,wpe_long,SELL,20750,0.0,320,-0.0,459987.2
5,2024-01-23,2024-01-30,2024-01-30,20137.1,40,8,320,EXPIRY,ENTRY,ce_short,SELL,20650,52.14,320,-16684.8,410857.6
5,2024-01-23,2024-01-30,2024-01-30,20137.1,40,8,320,EXPIRY,ENTRY,pe_short,SELL,19650,59.44,320,-19020.8,410857.6
5,2024-01-23,2024-01-30,2024-01-30,20137.1,40,8,320,EXPIRY,ENTRY,wce_long,BUY,20800,41.03,320,13129.6,410857.6
5,2024-01-23,2024-01-30,2024-01-30,20137.1,40,8,320,EXPIRY,ENTRY,wpe_long,BUY,19500,45.24,320,14476.8,410857.6
5,2024-01-23,2024-01-30,2024-01-30,20137.1,40,8,320,EXPIRY,EXIT,ce_short,BUY,20650,0.0,320,0.0,410857.6
5,2024-01-23,2024-01-30,2024-01-30,20137.1,40,8,320,EXPIRY,EXIT,pe_short,BUY,19650,0.0,320,0.0,410857.6
5,2024-01-23,2024-01-30,2024-01-30,20137.1,40,8,320,EXPIRY,EXIT,wce_long,SELL,20800,0.0,320,-0.0,410857.6
5,2024-01-23,2024-01-30,2024-01-30,20137.1,40,8,320,EXPIRY,EXIT,wpe_long,SELL,19500,0.0,320,-0.0,410857.6
6,2024-02-20,2024-02-27,2024-02-27,20800.8,40,8,320,EXPIRY,ENTRY,ce_short,SELL,21300,45.37,320,-14518.4,431376.0
6,2024-02-20,2024-02-27,2024-02-27,20800.8,40,8,320,EXPIRY,ENTRY,pe_short,SELL,20300,50.18,320,-16057.6,431376.0
6,2024-02-20,2024-02-27,2024-02-27,20800.8,40,8,320,EXPIRY,ENTRY,wce_long,BUY,21450,30.47,320,9750.4,431376.0
6,2024-02-20,2024-02-27,2024-02-27,20800.8,40,8,320,EXPIRY,ENTRY,wpe_long,BUY,20150,35.88,320,11481.6,431376.0
6,2024-02-20,2024-02-27,2024-02-27,20800.8,40,8,320,EXPIRY,EXIT,ce_short,BUY,21300,0.0,320,0.0,431376.0
6,2024-02-20,2024-02-27,2024-02-27,20800.8,40,8,320,EXPIRY,EXIT,pe_short,BUY,20300,0.0,320,0.0,431376.0
