trade_idx,entry_date,exit_date,expiry,spot_at_entry,lot_size,lots,qty_per_leg,exit_reason,phase,leg,action,strike,price,qty,value_inr,margin_required_inr
0,2023-05-17,2023-05-25,2023-05-25,43698.7,15,4,60,EXPIRY,ENTRY,ce_short,SELL,44400,99.99,60,-5999.4,172442.4
0,2023-05-17,2023-05-25,2023-05-25,43698.7,15,4,60,EXPIRY,ENTRY,pe_short,SELL,43000,117.71,60,-7062.6,172442.4
0,2023-05-17,2023-05-25,2023-05-25,43698.7,15,4,60,EXPIRY,ENTRY,wce_long,BUY,44900,36.31,60,2178.6,172442.4
0,2023-05-17,2023-05-25,2023-05-25,43698.7,15,4,60,EXPIRY,ENTRY,wpe_long,BUY,42500,61.25,60,3675.0,172442.4
0,2023-05-17,2023-05-25,2023-05-25,43698.7,15,4,60,EXPIRY,EXIT,ce_short,BUY,44400,0.0,60,0.0,172442.4
0,2023-05-17,2023-05-25,2023-05-25,43698.7,15,4,60,EXPIRY,EXIT,pe_short,BUY,43000,0.0,60,0.0,172442.4
0,2023-05-17,2023-05-25,2023-05-25,43698.7,15,4,60,EXPIRY,EXIT,wce_long,SELL,44900,0.0,60,-0.0,172442.4
0,2023-05-17,2023-05-25,2023-05-25,43698.7,15,4,60,EXPIRY,EXIT,wpe_long,SELL,42500,0.0,60,-0.0,172442.4
1,2023-05-31,2023-06-29,2023-06-29,44128.1,15,4,60,EXPIRY,ENTRY,ce_short,SELL,44800,355.56,60,-21333.6,154813.2
1,2023-05-31,2023-06-29,2023-06-29,44128.1,15,4,60,EXPIRY,ENTRY,pe_short,SELL,43500,326.11,60,-19566.6,154813.2
1,2023-05-31,2023-06-29,2023-06-29,44128.1,15,4,60,EXPIRY,ENTRY,wce_long,BUY,45300,208.34,60,12500.4,154813.2
1,2023-05-31,2023-06-29,2023-06-29,44128.1,15,4,60,EXPIRY,ENTRY,wpe_long,BUY,43000,213.64,60,12818.4,154813.2
1,2023-05-31,2023-06-29,2023-06-29,44128.1,15,4,60,EXPIRY,EXIT,ce_short,BUY,44800,0.0,60,0.0,154813.2
1,2023-05-31,2023-06-29,2023-06-29,44128.1,15,4,60,EXPIRY,EXIT,pe_short,BUY,43500,0.0,60,0.0,154813.2
1,2023-05-31,2023-06-29,2023-06-29,44128.1,15,4,60,EXPIRY,EXIT,wce_long,SELL,45300,0.0,60,-0.0,154813.2
1,2023-05-31,2023-06-29,2023-06-29,44128.1,15,4,60,EXPIRY,EXIT,wpe_long,SELL,43000,0.0,60,-0.0,154813.2
2,2023-07-05,2023-07-27,2023-07-27,45151.8,15,4,60,EXPIRY,ENTRY,ce_short,SELL,45800,310.46,60,-18627.6,162437.4
2,2023-07-05,2023-07-27,2023-07-27,45151.8,15,4,60,EXPIRY,ENTRY,pe_short,SELL,44500,294.08,60,-17644.8,162437.4
2,2023-07-05,2023-07-27,2023-07-27,45151.8,15,4,60,EXPIRY,ENTRY,wce_long,BUY,46300,175.13,60,10507.8,162437.4
2,2023-07-05,2023-07-27,2023-07-27,45151.8,15,4,60,EXPIRY,ENTRY,wpe_long,BUY,44000,187.78,60,11266.8,162437.4
2,2023-07-05,2023-07-27,2023-07-27,45151.8,15,4,60,EXPIRY,EXIT,ce_short,BUY,45800,0.0,60,0.0,162437.4
2,2023-07-05,2023-07-27,2023-07-27,45151.8,15,4,60,EXPIRY,EXIT,pe_short,BUY,44500,0.0,60,0.0,162437.4
2,2023-07-05,2023-07-27,2023-07-27,45151.8,15,4,60,EXPIRY,EXIT,wce_long,SELL,46300,0.0,60,-0.0,162437.4
2,2023-07-05,2023-07-27,2023-07-27,45151.8,15,4,60,EXPIRY,EXIT,wpe_long,SELL,44000,0.0,60,-0.0,162437.4
3,2023-08-02,2023-08-31,2023-08-31,44995.7,15,4,60,EXPIRY,ENTRY,ce_short,SELL,45700,352.04,60,-21122.4,159328.2
3,2023-08-02,2023-08-31,2023-08-31,44995.7,15,4,60,EXPIRY,ENTRY,pe_short,SELL,44300,298.63,60,-17917.8,159328.2
3,2023-08-02,2023-08-31,2023-08-31,44995.7,15,4,60,EXPIRY,ENTRY,wce_long,BUY,46200,211.04,60,12662.4,159328.2
3,2023-08-02,2023-08-31,2023-08-31,44995.7,15,4,60,EXPIRY,ENTRY,wpe_long,BUY,43800,193.49,60,11609.4,159328.2
3,2023-08-02,2023-08-31,2023-08-31,44995.7,15,4,60,EXPIRY,EXIT,ce_short,BUY,45700,0.0,60,0.0,159328.2
3,2023-08-02,2023-08-31,2023-08-31,44995.7,15,4,60,EXPIRY,EXIT,pe_short,BUY,44300,310.9,60,18654.0,159328.2
3,2023-08-02,2023-08-31,2023-08-31,44995.7,15,4,60,EXPIRY,EXIT,wce_long,SELL,46200,0.0,60,-0.0,159328.2
3,2023-08-02,2023-08-31,2023-08-31,44995.7,15,4,60,EXPIRY,EXIT,wpe_long,SELL,43800,0.0,60,-0.0,159328.2
4,2023-09-06,2023-09-28,2023-09-28,44409.1,15,4,60,EXPIRY,ENTRY,ce_short,SELL,45100,273.19,60,-16391.4,166800.6
4,2023-09-06,2023-09-28,2023-09-28,44409.1,15,4,60,EXPIRY,ENTRY,pe_short,SELL,43700,166.52,60,-9991.2,166800.6
