symbol,close,mcap_cr,weight
ABB,2157.95,11432.0,0.11
ACC,2151.35,18180.0,0.18
AUBANK,1246.25,27471.0,0.27
AARTIIND,956.65,19420.0,0.19
ABBOTINDIA,17702.85,9404.0,0.09
ADANIENT,2014.75,55396.0,0.54
ADANIGREEN,1914.7,65882.0,0.64
ADANIPORTS,774.2,55604.0,0.54
ATGL,2149.8,59109.0,0.57
ADANITRANS,2368.15,65113.0,0.63
ABCAPITAL,107.65,7543.0,0.07
ABFRL,302.1,10204.0,0.1
APLLTD,741.6,4227.0,0.04
ALKEM,3620.7,17749.0,0.17
AMBUJACEM,299.25,21986.0,0.21
APOLLOHOSP,4516.1,46104.0,0.45
APOLLOTYRE,191.0,6429.0,0.06
ASHOKLEY,117.25,16865.0,0.16
ASIANPAINT,3079.95,138851.0,1.35
ASTRAL,2022.95,17884.0,0.17
AUROPHARMA,668.55,18803.0,0.18
DMART,4003.35,59645.0,0.58
AXISBANK,761.15,200933.0,1.95
BAJAJ-AUTO,3653.0,47568.0,0.46
BAJFINANCE,7259.95,193397.0,1.88
BAJAJFINSV,17060.45,103168.0,1.0
BAJAJHLDNG,5011.05,25096.0,0.24
BALKRISIND,2136.2,17344.0,0.17
BANDHANBNK,307.4,20796.0,0.2
BANKBARODA,111.6,20776.0,0.2
BANKINDIA,45.85,3575.0,0.03
BATAINDIA,1961.4,11848.0,0.12
BERGEPAINT,699.7,16991.0,0.16
BEL,210.8,25168.0,0.24
BHARATFORG,700.6,17941.0,0.17
BHEL,49.35,6358.0,0.06
BPCL,359.35,34299.0,0.33
BHARTIARTL,754.95,178287.0,1.73
BIOCON,335.6,15311.0,0.15
BOSCHLTD,14438.5,12349.0,0.12
BRITANNIA,3206.4,37844.0,0.37
CANBK,227.75,15287.0,0.15
CHOLAFIN,718.45,28313.0,0.27
CIPLA,1018.05,52568.0,0.51
CLEAN,1992.4,3386.0,0.03
COALINDIA,183.05,38355.0,0.37
COFORGE,4457.5,13574.0,0.13
COLPAL,1542.25,20554.0,0.2
CONCOR,672.15,18429.0,0.18
COROMANDEL,799.6,9622.0,0.09
CROMPTON,374.0,22268.0,0.22
CUMMINSIND,1121.3,15230.0,0.15
DLF,380.45,23543.0,0.23
DABUR,536.2,31282.0,0.3
DALBHARAT,1495.6,12330.0,0.12
DEEPAKNTR,2243.75,16526.0,0.16
DIVISLAB,4402.05,56093.0,0.54
DIXON,4308.8,15853.0,0.15
LALPATHLAB,2610.7,8486.0,0.08
DRREDDY,4295.45,52186.0,0.51
EICHERMOT,2457.15,34264.0,0.33
EMAMILTD,447.15,9143.0,0.09
ESCORTS,1690.85,12083.0,0.12
