symbol,close,mcap_cr,weight
EXIDEIND,151.1,6935.0,0.07
NYKAA,1689.55,9612.0,0.09
FEDERALBNK,97.4,19464.0,0.19
FORTIS,290.4,15128.0,0.15
GAIL,155.65,28337.0,0.28
GLAND,3272.65,17207.0,0.17
GLENMARK,442.0,6610.0,0.06
GODREJCP,747.3,28274.0,0.27
GODREJPROP,1672.2,19524.0,0.19
GRASIM,1664.0,62438.0,0.61
GUJGASLTD,503.25,8661.0,0.08
GSPL,259.05,7308.0,0.07
HCLTECH,1163.75,123163.0,1.2
HDFCAMC,2146.05,14188.0,0.14
HDFCBANK,1470.35,644054.0,6.25
HDFCLIFE,538.2,50026.0,0.49
HAVELLS,1152.55,28874.0,0.28
HEROMOTOCO,2294.15,29796.0,0.29
HINDALCO,569.5,83185.0,0.81
HAL,1484.9,12413.0,0.12
HINDPETRO,269.35,17194.0,0.17
HINDUNILVR,2048.65,182913.0,1.78
HINDZINC,310.15,7863.0,0.08
HDFC,2390.4,432477.0,4.2
ICICIBANK,730.3,507446.0,4.93
ICICIGI,1328.3,33907.0,0.33
ICICIPRULI,500.9,19439.0,0.19
ISEC,621.25,5012.0,0.05
IDBI,42.8,2301.0,0.02
IDFCFIRSTB,39.7,12342.0,0.12
ITC,250.65,219307.0,2.13
INDIAMART,4322.65,6606.0,0.06
INDIANB,153.9,3833.0,0.04
IEX,224.7,17164.0,0.17
INDHOTEL,238.5,18594.0,0.18
IOC,118.95,30235.0,0.29
IRCTC,774.7,20452.0,0.2
IGL,373.15,13060.0,0.13
INDUSTOWER,222.05,17952.0,0.17
INDUSINDBK,935.4,60867.0,0.59
NAUKRI,4509.45,34845.0,0.34
INFY,1906.85,697881.0,6.78
INDIGO,2014.15,19399.0,0.19
IPCALAB,1065.75,14601.0,0.14
JSWENERGY,302.2,12421.0,0.12
JSWSTEEL,732.65,70839.0,0.69
JINDALSTEL,532.85,21742.0,0.21
JUBLFOOD,2636.5,20180.0,0.2
KOTAKBANK,1753.85,257542.0,2.5
L&TFH,80.6,6381.0,0.06
LTTS,5105.3,14008.0,0.14
LICHSGFIN,358.95,10859.0,0.11
LTI,6155.4,28050.0,0.27
LT,1767.65,213580.0,2.07
LAURUSLABS,590.1,23148.0,0.22
LUPIN,747.05,17993.0,0.17
MRF,65022.1,13513.0,0.13
M&MFIN,159.15,9438.0,0.09
M&M,806.55,77208.0,0.75
MANAPPURAM,113.55,6151.0,0.06
MARICO,503.7,26046.0,0.25
MARUTI,7561.3,100501.0,0.98
MFSL,753.9,16391.0,0.16
MAXHEALTH,347.65,13146.0,0.13
METROPOLIS,2035.75,5209.0,0.05
MINDTREE,4302.9,27661.0,0.27
MPHASIS,3376.85,27906.0,0.27
MUTHOOTFIN,1330.95,14423.0,0.14
NMDC,162.55,18578.0,0.18
NTPC,135.0,64143.0,0.62
NATIONALUM,121.8,10961.0,0.11
NAVINFLUOR,4082.2,14155.0,0.14
NESTLEIND,17380.55,62003.0,0.6
NAM-INDIA,347.65,5622.0,0.05
OBEROIRLTY,939.85,10935.0,0.11
ONGC,163.9,59795.0,0.58
OIL,238.4,8531.0,0.08
PAYTM,528.45,4798.0,0.05
OFSS,3587.75,8355.0,0.08
POLICYBZR,694.3,8426.0,0.08
PIIND,2819.65,22673.0,0.22
PAGEIND,43189.35,25532.0,0.25
PERSISTENT,4765.3,23672.0,0.23
PETRONET,193.75,14531.0,0.14
PIDILITIND,2454.3,37425.0,0.36
PEL,2186.9,29228.0,0.28
POLYCAB,2364.4,10246.0,0.1
PFC,112.6,13080.0,0.13
POWERGRID,216.8,74102.0,0.72
PRESTIGE,493.8,6928.0,0.07
PGHH,14415.6,13570.0,0.13
PNB,35.05,10420.0,0.1
RECLTD,123.05,11422.0,0.11
RELIANCE,2634.75,909012.0,8.83
SBICARD,851.7,21688.0,0.21
SBILIFE,1121.45,49362.0,0.48
SRF,2679.35,38917.0,0.38
SHREECEM,24032.6,32083.0,0.31
SRTRANSFIN,1134.85,22718.0,0.22
SIEMENS,2368.2,21084.0,0.2
SONACOMS,679.45,13102.0,0.13
SBIN,493.55,189404.0,1.84
SAIL,98.55,14247.0,0.14
SUNPHARMA,914.75,98766.0,0.96
SUNTV,489.85,4826.0,0.05
SYNGENE,597.6,6946.0,0.07
TVSMOTOR,625.65,13970.0,0.14
TATACHEM,974.35,15390.0,0.15
TATACOMM,1228.6,14356.0,0.14
TCS,3739.95,387359.0,3.76
TATACONSUM,777.4,46567.0,0.45
TATAELXSI,8840.15,30830.0,0.3
TATAMOTORS,433.75,77778.0,0.76
TATAPOWER,238.65,40416.0,0.39
TATASTEEL,1307.2,105439.0,1.02
TECHM,1499.45,93218.0,0.91
RAMCOCEM,768.05,9800.0,0.1
TITAN,2536.15,105823.0,1.03
TORNTPHARM,2791.95,13701.0,0.13
TORNTPOWER,491.85,8274.0,0.08
TRENT,1275.5,28566.0,0.28
TRIDENT,53.35,6797.0,0.07
UPL,769.6,42337.0,0.41
ULTRACEMCO,6602.3,76235.0,0.74
UNIONBANK,38.7,4497.0,0.04
UBL,1489.55,10634.0,0.1
MCDOWELL-N,888.35,26466.0,0.26
VBL,941.3,14266.0,0.14
VEDL,403.35,44980.0,0.44
IDEA,9.65,7764.0,0.08
VOLTAS,1245.4,28846.0,0.28
WHIRLPOOL,1572.85,4989.0,0.05
WIPRO,591.9,87611.0,0.85
YESBANK,12.3,15717.0,0.15
ZEEL,288.35,26589.0,0.26
ZOMATO,82.3,11661.0,0.11
ZYDUSLIFE,348.5,8919.0,0.09
