symbol,close,mcap_cr,weight
ADANIENT,3455.75,94549.0,1.25
ADANIPORTS,820.65,58940.0,0.78
APOLLOHOSP,4383.4,44749.0,0.59
ASIANPAINT,3342.45,150685.0,1.99
AXISBANK,733.2,193701.0,2.56
BAJAJ-AUTO,3527.75,45227.0,0.6
BAJFINANCE,7335.75,195416.0,2.58
BAJAJFINSV,1678.35,101585.0,1.34
BPCL,304.8,29092.0,0.38
BHARTIARTL,799.9,195801.0,2.59
BRITANNIA,3843.05,45358.0,0.6
CIPLA,1114.95,60284.0,0.8
COALINDIA,212.25,44473.0,0.59
DIVISLAB,3705.2,47213.0,0.62
DRREDDY,4335.7,52682.0,0.7
EICHERMOT,3671.6,51205.0,0.68
GRASIM,1674.85,62847.0,0.83
HCLTECH,932.35,98673.0,1.3
HDFCBANK,1421.35,625432.0,8.27
HDFCLIFE,530.45,50159.0,0.66
HEROMOTOCO,2549.2,33110.0,0.44
HINDALCO,390.55,57046.0,0.75
HINDUNILVR,2696.45,240751.0,3.18
HDFC,2287.75,414896.0,5.48
ICICIBANK,862.0,600592.0,7.94
ITC,332.2,292450.0,3.86
INDUSINDBK,1185.2,77179.0,1.02
INFY,1413.45,517428.0,6.84
JSWSTEEL,631.65,59547.0,0.79
KOTAKBANK,1819.2,267309.0,3.53
LT,1847.7,223288.0,2.95
M&M,1268.2,121399.0,1.6
MARUTI,8828.15,117340.0,1.55
NTPC,159.65,75856.0,1.0
NESTLEIND,19144.8,68297.0,0.9
ONGC,126.8,49451.0,0.65
POWERGRID,212.2,72529.0,0.96
RELIANCE,2377.75,820403.0,10.84
SBILIFE,1250.45,56310.0,0.74
SBIN,530.6,203622.0,2.69
SUNPHARMA,948.65,102426.0,1.35
TCS,3004.55,307826.0,4.07
TATACONSUM,802.85,48091.0,0.64
TATAMOTORS,404.6,72562.0,0.96
TATASTEEL,99.3,80095.0,1.06
TECHM,1008.6,63799.0,0.84
TITAN,2606.95,108777.0,1.44
UPL,672.05,35816.0,0.47
ULTRACEMCO,6255.1,72227.0,0.95
WIPRO,394.25,58391.0,0.77
