entry_date,exit_date,expiry,spot,ce_k,pe_k,wce_k,wpe_k,ce_entry_px,pe_entry_px,wce_entry_px,wpe_entry_px,ce_exit_px,pe_exit_px,wce_exit_px,wpe_exit_px,net_credit,exit_debit,pnl_unit,lot,lots,pnl_total,max_loss_per_unit,max_loss_total,margin_required_inr,margin_pct_of_capital,exit_reason,month,year,running_pnl,equity,roi_pct,peak,drawdown_pct
2025-02-27,2025-03-27,2025-03-27,22545.0,23650,21400,24150,20900,28.66,31.56,10.64,15.81,0.0,0.0,0.0,0.0,33.76,0.0,33.76,75,3,7596.0,466.236,104903.09999999999,338681.25,67.74,EXPIRY,2025-02,2025,100075.5,600075.5,20.0151,600075.5,0.0
2025-05-08,2025-05-29,2025-05-29,24273.8,25500,23050,26000,22550,29.81,133.54,15.24,119.77,0.0,0.0,0.0,0.0,28.34,0.0,28.34,75,3,6376.5,471.664,106124.4,341030.25,68.21,EXPIRY,2025-05,2025,106452.0,606452.0,21.2904,606452.0,0.0
2025-05-29,2025-06-26,2025-06-26,24833.6,26100,23600,26600,23100,56.81,61.13,26.33,39.04,0.0,0.0,0.0,0.0,52.57,0.0,52.57,75,3,11828.25,447.4335,100672.53749999999,365496.75,73.1,EXPIRY,2025-05,2025,118280.25,618280.25,23.656,618280.25,0.0
2025-07-03,2025-07-31,2025-07-31,25405.3,26700,24150,27200,23650,22.95,32.02,9.14,19.38,0.0,0.0,0.0,0.0,26.45,0.0,26.45,75,3,5951.25,473.55,106548.75,382585.5,76.52,EXPIRY,2025-07,2025,124231.5,624231.5,24.8463,624231.5,0.0
2025-07-31,2025-08-28,2025-08-28,24768.3,26000,23550,26500,23050,21.9,26.31,10.64,14.6,0.0,0.0,0.0,0.0,22.97,0.0,22.97,75,3,5168.25,477.0345,107332.76250000001,373378.5,74.68,EXPIRY,2025-07,2025,129399.75,629399.75,25.88,629399.75,0.0
2025-08-28,2025-09-25,2025-09-25,24500.9,25750,23300,26250,22800,30.22,33.58,14.26,25.18,0.0,0.0,0.0,0.0,24.36,0.0,24.36,75,3,5481.0,475.643,107019.67499999999,366358.5,73.27,EXPIRY,2025-08,2025,134880.75,634880.75,26.9761,634880.75,0.0
2025-11-27,2025-12-30,2025-12-30,26215.5,27550,24900,28050,24400,19.09,27.19,10.87,19.26,0.0,0.0,0.0,0.0,16.15,0.0,16.15,75,3,3633.75,483.854,108867.15,394463.25,78.89,EXPIRY,2025-11,2025,138514.5,638514.5,27.7029,638514.5,0.0
2026-01-08,2026-01-27,2026-01-27,25876.8,27150,24600,27650,24100,7.96,10.07,5.0,8.39,0.0,0.0,0.0,0.0,4.63,0.0,4.63,75,3,1041.75,495.3655,111457.23749999999,392874.75,78.57,EXPIRY,2026-01,2026,139556.25,639556.25,27.9112,639556.25,0.0
2026-01-29,2026-02-24,2026-02-24,25418.9,26700,24150,27200,23650,30.68,41.68,16.16,27.43,0.0,0.0,0.0,0.0,28.77,0.0,28.77,75,3,6473.25,471.227,106026.07500000001,379194.75,75.84,EXPIRY,2026-01,2026,146029.5,646029.5,29.2059,646029.5,0.0
2026-04-02,2026-04-28,2026-04-28,22713.1,23850,21600,24350,21100,169.14,242.01,93.15,207.06,145.7,0.0,0.0,0.0,110.94,162.46,-51.52,75,3,-11592.000000000002,389.05949999999996,87538.3875,280145.25,56.03,EXPIRY,2026-04,2026,134437.5,634437.5,26.8875,646029.5,-1.7943
2026-04-30,2026-05-26,2026-05-26,23997.5,25200,22800,25700,22300,70.06,92.18,29.96,63.94,0.0,0.0,0.0,0.0,68.34,0.0,68.34,75,3,15376.5,431.65549999999996,97122.48749999999,346072.5,69.21,EXPIRY,2026-04,2026,149814.0,649814.0,29.9628,649814.0,0.0
