symbol,close,mcap_cr,weight
ADANIPORTS,737.9,54238.0,0.71
ASIANPAINT,3244.65,146276.0,1.91
AXISBANK,766.55,197440.0,2.58
BAJAJ-AUTO,3832.65,49907.0,0.65
BAJFINANCE,7668.1,203651.0,2.66
BAJAJFINSV,17786.75,107560.0,1.41
BPCL,432.2,41252.0,0.54
BHARTIARTL,688.3,162547.0,2.13
BRITANNIA,3948.95,46608.0,0.61
CIPLA,983.55,49983.0,0.65
COALINDIA,185.1,38785.0,0.51
DIVISLAB,4798.7,61147.0,0.8
DRREDDY,4880.7,59286.0,0.78
EICHERMOT,2790.2,38905.0,0.51
GRASIM,1669.45,63723.0,0.83
HCLTECH,1279.55,138891.0,1.82
HDFCBANK,1594.95,697725.0,9.13
HDFCLIFE,722.4,67229.0,0.88
HEROMOTOCO,2832.5,36785.0,0.48
HINDALCO,487.95,71271.0,0.93
HINDUNILVR,2701.8,241229.0,3.16
HDFC,2754.3,497111.0,6.5
ICICIBANK,700.85,485931.0,6.36
ITC,236.15,206571.0,2.7
IOC,125.3,31849.0,0.42
INDUSINDBK,1111.9,67135.0,0.88
INFY,1675.2,621048.0,8.13
JSWSTEEL,668.3,66233.0,0.87
KOTAKBANK,2005.5,294295.0,3.85
LT,1702.95,205717.0,2.69
M&M,803.05,76873.0,1.01
MARUTI,7338.05,97534.0,1.28
NTPC,141.85,67398.0,0.88
NESTLEIND,19445.55,69370.0,0.91
ONGC,144.5,52718.0,0.69
POWERGRID,189.9,64907.0,0.85
RELIANCE,2519.25,814503.0,10.66
SBILIFE,1215.1,53475.0,0.7
SHREECEM,28901.55,38583.0,0.5
SBIN,453.0,173843.0,2.27
SUNPHARMA,818.25,88347.0,1.16
TCS,3775.55,391047.0,5.12
TATACONSUM,813.6,48735.0,0.64
TATAMOTORS,333.35,59769.0,0.78
TATASTEEL,1288.9,100783.0,1.32
TECHM,1380.6,85682.0,1.12
TITAN,2161.85,90205.0,1.18
UPL,707.7,38931.0,0.51
ULTRACEMCO,7396.1,85398.0,1.12
WIPRO,634.1,93817.0,1.23
