symbol,close,mcap_cr,weight
ACC,1903.25,16627.0,1.6
ABBOTINDIA,14983.3,6715.0,0.65
ADANIENT,1031.15,29310.0,2.83
ADANIGREEN,1104.85,36446.0,3.52
ADANITRANS,908.4,21072.0,2.03
ALKEM,2769.8,11983.0,1.16
AMBUJACEM,308.85,23458.0,2.26
APOLLOHOSP,2902.65,30203.0,2.91
AUROPHARMA,881.3,25625.0,2.47
DMART,2859.05,35936.0,3.47
BAJAJHLDNG,3293.05,13914.0,1.34
BANDHANBNK,338.9,23700.0,2.29
BERGEPAINT,765.0,19204.0,1.85
BIOCON,408.9,18769.0,1.81
BOSCHLTD,14088.4,12457.0,1.2
CADILAHC,440.9,11666.0,1.13
COLPAL,1559.35,21485.0,2.07
DLF,287.05,18364.0,1.77
DABUR,540.5,31603.0,3.05
GAIL,135.5,25271.0,2.44
GODREJCP,729.65,28537.0,2.75
HDFCAMC,2919.0,16065.0,1.55
HAVELLS,1050.4,27192.0,2.62
HINDPETRO,234.5,17087.0,1.65
ICICIGI,1433.2,32330.0,3.12
ICICIPRULI,445.6,17861.0,1.72
IGL,512.35,18539.0,1.79
INDUSTOWER,245.0,20478.0,1.98
NAUKRI,4280.55,34194.0,3.3
INDIGO,1631.95,16233.0,1.57
JUBLFOOD,2910.95,23034.0,2.22
LTI,4054.3,19038.0,1.84
LUPIN,1020.45,25365.0,2.45
MRF,82259.45,17673.0,1.71
MARICO,411.3,21963.0,2.12
MOTHERSUMI,201.45,24992.0,2.41
MUTHOOTFIN,1205.9,13504.0,1.3
NMDC,135.35,13122.0,1.27
PETRONET,224.65,17418.0,1.68
PIDILITIND,1809.4,28516.0,2.75
PEL,1753.15,21665.0,2.09
PGHH,12678.95,10069.0,0.97
PNB,36.65,9131.0,0.88
SBICARD,928.25,11048.0,1.07
SIEMENS,1844.0,16972.0,1.64
TORNTPHARM,2545.05,12912.0,1.25
UBL,1241.45,14252.0,1.38
MCDOWELL-N,556.35,17135.0,1.65
VEDL,228.75,39558.0,3.82
YESBANK,15.6,16817.0,1.62
