symbol,close,mcap_cr,weight
ADANIPORTS,774.2,55604.0,0.73
APOLLOHOSP,4516.1,46104.0,0.6
ASIANPAINT,3079.95,138851.0,1.82
AXISBANK,761.15,200933.0,2.63
BAJAJ-AUTO,3653.0,47568.0,0.62
BAJFINANCE,7259.95,193397.0,2.53
BAJAJFINSV,17060.45,103168.0,1.35
BPCL,359.35,34299.0,0.45
BHARTIARTL,754.95,178287.0,2.33
BRITANNIA,3206.4,37844.0,0.5
CIPLA,1018.05,52568.0,0.69
COALINDIA,183.05,38355.0,0.5
DIVISLAB,4402.05,56093.0,0.73
DRREDDY,4295.45,52186.0,0.68
EICHERMOT,2457.15,34264.0,0.45
GRASIM,1664.0,62438.0,0.82
HCLTECH,1163.75,123163.0,1.61
HDFCBANK,1470.35,644054.0,8.43
HDFCLIFE,538.2,50026.0,0.65
HEROMOTOCO,2294.15,29796.0,0.39
HINDALCO,569.5,83185.0,1.09
HINDUNILVR,2048.65,182913.0,2.39
HDFC,2390.4,432477.0,5.66
ICICIBANK,730.3,507446.0,6.64
ITC,250.65,219307.0,2.87
INDUSINDBK,935.4,60867.0,0.8
INFY,1906.85,697881.0,9.13
JSWSTEEL,732.65,70839.0,0.93
KOTAKBANK,1753.85,257542.0,3.37
LT,1767.65,213580.0,2.79
M&M,806.55,77208.0,1.01
MARUTI,7561.3,100501.0,1.31
NTPC,135.0,64143.0,0.84
NESTLEIND,17380.55,62003.0,0.81
ONGC,163.9,59795.0,0.78
POWERGRID,216.8,74102.0,0.97
RELIANCE,2634.75,909012.0,11.89
SBILIFE,1121.45,49362.0,0.65
SHREECEM,24032.6,32083.0,0.42
SBIN,493.55,189404.0,2.48
SUNPHARMA,914.75,98766.0,1.29
TCS,3739.95,387359.0,5.07
TATACONSUM,777.4,46567.0,0.61
TATAMOTORS,433.75,77778.0,1.02
TATASTEEL,1307.2,105439.0,1.38
TECHM,1499.45,93218.0,1.22
TITAN,2536.15,105823.0,1.38
UPL,769.6,42337.0,0.55
ULTRACEMCO,6602.3,76235.0,1.0
WIPRO,591.9,87611.0,1.15
