index_name,review_date,period,symbol,close,mcap_cr,weight
NIFTY_200,2021-03-31,Mar2021,NAVINFLUOR,2755.0,9407.0,0.11
NIFTY_200,2021-03-31,Mar2021,NESTLEIND,17165.2,61235.0,0.73
NIFTY_200,2021-03-31,Mar2021,NAM-INDIA,338.3,4788.0,0.06
NIFTY_200,2021-03-31,Mar2021,OBEROIRLTY,575.15,6692.0,0.08
NIFTY_200,2021-03-31,Mar2021,ONGC,102.15,37267.0,0.44
NIFTY_200,2021-03-31,Mar2021,OIL,122.8,4394.0,0.05
NIFTY_200,2021-03-31,Mar2021,PIIND,2258.15,18157.0,0.22
NIFTY_200,2021-03-31,Mar2021,PAGEIND,30317.45,17584.0,0.21
NIFTY_200,2021-03-31,Mar2021,PETRONET,224.65,16849.0,0.2
NIFTY_200,2021-03-31,Mar2021,PFIZER,4524.9,7038.0,0.08
NIFTY_200,2021-03-31,Mar2021,PIDILITIND,1809.4,27584.0,0.33
NIFTY_200,2021-03-31,Mar2021,PEL,1753.15,20956.0,0.25
NIFTY_200,2021-03-31,Mar2021,POLYCAB,1379.55,4731.0,0.06
NIFTY_200,2021-03-31,Mar2021,PFC,113.75,13214.0,0.16
NIFTY_200,2021-03-31,Mar2021,POWERGRID,215.65,55281.0,0.66
NIFTY_200,2021-03-31,Mar2021,PRESTIGE,305.6,3798.0,0.05
NIFTY_200,2021-03-31,Mar2021,PGHH,12678.95,11935.0,0.14
NIFTY_200,2021-03-31,Mar2021,PNB,36.65,8832.0,0.1
NIFTY_200,2021-03-31,Mar2021,RBLBANK,207.55,9309.0,0.11
NIFTY_200,2021-03-31,Mar2021,RECLTD,131.15,12173.0,0.14
NIFTY_200,2021-03-31,Mar2021,RELIANCE,2003.1,647625.0,7.69
NIFTY_200,2021-03-31,Mar2021,SBICARD,928.25,13096.0,0.16
NIFTY_200,2021-03-31,Mar2021,SBILIFE,880.85,34356.0,0.41
NIFTY_200,2021-03-31,Mar2021,SRF,5410.8,15708.0,0.19
NIFTY_200,2021-03-31,Mar2021,SANOFI,7884.55,7263.0,0.09
NIFTY_200,2021-03-31,Mar2021,SHREECEM,29465.4,39336.0,0.47
NIFTY_200,2021-03-31,Mar2021,SRTRANSFIN,1422.3,26635.0,0.32
NIFTY_200,2021-03-31,Mar2021,SIEMENS,1844.0,16417.0,0.19
NIFTY_200,2021-03-31,Mar2021,SBIN,364.3,139803.0,1.66
NIFTY_200,2021-03-31,Mar2021,SAIL,78.8,11392.0,0.14
NIFTY_200,2021-03-31,Mar2021,SUNPHARMA,597.8,64545.0,0.77
NIFTY_200,2021-03-31,Mar2021,SUNTV,470.3,4633.0,0.06
NIFTY_200,2021-03-31,Mar2021,SYNGENE,543.45,6304.0,0.07
NIFTY_200,2021-03-31,Mar2021,TVSMOTOR,585.05,11674.0,0.14
NIFTY_200,2021-03-31,Mar2021,TATACHEM,751.8,11875.0,0.14
NIFTY_200,2021-03-31,Mar2021,TCS,3177.85,329141.0,3.91
NIFTY_200,2021-03-31,Mar2021,TATACONSUM,638.9,38271.0,0.45
NIFTY_200,2021-03-31,Mar2021,TATAELXSI,2692.9,9224.0,0.11
NIFTY_200,2021-03-31,Mar2021,TATAMOTORS,301.8,54112.0,0.64
NIFTY_200,2021-03-31,Mar2021,TATAPOWER,103.25,17486.0,0.21
NIFTY_200,2021-03-31,Mar2021,TATASTEEL,811.85,61274.0,0.73
NIFTY_200,2021-03-31,Mar2021,TECHM,991.45,61439.0,0.73
NIFTY_200,2021-03-31,Mar2021,RAMCOCEM,1002.55,12771.0,0.15
NIFTY_200,2021-03-31,Mar2021,TITAN,1558.05,65011.0,0.77
NIFTY_200,2021-03-31,Mar2021,TORNTPHARM,2545.05,12490.0,0.15
NIFTY_200,2021-03-31,Mar2021,TORNTPOWER,423.8,7129.0,0.08
NIFTY_200,2021-03-31,Mar2021,TRENT,751.05,16820.0,0.2
NIFTY_200,2021-03-31,Mar2021,UPL,641.85,35309.0,0.42
NIFTY_200,2021-03-31,Mar2021,ULTRACEMCO,6737.95,77794.0,0.92
NIFTY_200,2021-03-31,Mar2021,UNIONBANK,34.05,2400.0,0.03
NIFTY_200,2021-03-31,Mar2021,UBL,1241.45,13786.0,0.16
NIFTY_200,2021-03-31,Mar2021,MCDOWELL-N,556.35,16575.0,0.2
NIFTY_200,2021-03-31,Mar2021,VGUARD,252.35,4010.0,0.05
NIFTY_200,2021-03-31,Mar2021,VBL,1002.95,9555.0,0.11
NIFTY_200,2021-03-31,Mar2021,VEDL,228.75,38264.0,0.45
NIFTY_200,2021-03-31,Mar2021,IDEA,9.25,7442.0,0.09
NIFTY_200,2021-03-31,Mar2021,VOLTAS,1001.95,23207.0,0.28
NIFTY_200,2021-03-31,Mar2021,WHIRLPOOL,2226.6,7062.0,0.08
NIFTY_200,2021-03-31,Mar2021,WIPRO,414.15,61268.0,0.73
NIFTY_200,2021-03-31,Mar2021,YESBANK,15.6,19934.0,0.24
NIFTY_200,2021-03-31,Mar2021,ZEEL,203.2,18737.0,0.22
NIFTY_500,2021-03-31,Mar2021,ABB,1410.05,7470.0,0.08
NIFTY_500,2021-03-31,Mar2021,POWERINDIA,1366.95,1448.0,0.02
NIFTY_500,2021-03-31,Mar2021,ACC,1903.25,16083.0,0.17
NIFTY_500,2021-03-31,Mar2021,AIAENG,2052.7,8132.0,0.09
NIFTY_500,2021-03-31,Mar2021,APLAPOLLO,1400.85,8571.0,0.09
NIFTY_500,2021-03-31,Mar2021,AUBANK,1227.85,26058.0,0.28
NIFTY_500,2021-03-31,Mar2021,AARTIDRUGS,694.3,2265.0,0.02
NIFTY_500,2021-03-31,Mar2021,AARTIIND,1317.45,12166.0,0.13
NIFTY_500,2021-03-31,Mar2021,AAVAS,2420.85,8552.0,0.09
NIFTY_500,2021-03-31,Mar2021,ABBOTINDIA,14983.3,7960.0,0.09
NIFTY_500,2021-03-31,Mar2021,ADANIENT,1031.15,28352.0,0.3
NIFTY_500,2021-03-31,Mar2021,ADANIGREEN,1104.85,43200.0,0.46
NIFTY_500,2021-03-31,Mar2021,ADANIPORTS,702.4,51376.0,0.55
NIFTY_500,2021-03-31,Mar2021,ATGL,961.25,26430.0,0.28
NIFTY_500,2021-03-31,Mar2021,ADANITRANS,908.4,24977.0,0.27
NIFTY_500,2021-03-31,Mar2021,ABCAPITAL,119.3,7203.0,0.08
NIFTY_500,2021-03-31,Mar2021,ABFRL,201.25,6312.0,0.07
NIFTY_500,2021-03-31,Mar2021,ADVENZYMES,344.95,1195.0,0.01
NIFTY_500,2021-03-31,Mar2021,AEGISCHEM,298.65,4193.0,0.05
NIFTY_500,2021-03-31,Mar2021,AFFLE,5457.8,5010.0,0.05
NIFTY_500,2021-03-31,Mar2021,AJANTPHARM,1791.9,4652.0,0.05
NIFTY_500,2021-03-31,Mar2021,AKZOINDIA,2296.05,2196.0,0.02
NIFTY_500,2021-03-31,Mar2021,ALEMBICLTD,102.95,793.0,0.01
NIFTY_500,2021-03-31,Mar2021,APLLTD,964.95,5690.0,0.06
NIFTY_500,2021-03-31,Mar2021,ALKEM,2769.8,11591.0,0.12
NIFTY_500,2021-03-31,Mar2021,ALKYLAMINE,5696.7,3023.0,0.03
NIFTY_500,2021-03-31,Mar2021,ALOKINDS,20.15,2501.0,0.03
NIFTY_500,2021-03-31,Mar2021,AMARAJABAT,853.8,7000.0,0.08
NIFTY_500,2021-03-31,Mar2021,AMBER,3315.85,5586.0,0.06
NIFTY_500,2021-03-31,Mar2021,AMBUJACEM,308.85,22691.0,0.24
NIFTY_500,2021-03-31,Mar2021,ANGELBRKG,291.2,572.0,0.01
NIFTY_500,2021-03-31,Mar2021,APOLLOHOSP,2902.65,29215.0,0.31
NIFTY_500,2021-03-31,Mar2021,APOLLOTYRE,223.7,7388.0,0.08
NIFTY_500,2021-03-31,Mar2021,ASAHIINDIA,309.75,3464.0,0.04
