symbol,close,mcap_cr,weight
HAL,994.95,8317.0,0.09
HINDCOPPER,119.6,2656.0,0.03
HINDPETRO,234.5,16529.0,0.18
HINDUNILVR,2431.5,217093.0,2.33
HINDZINC,272.9,6919.0,0.07
HONAUT,47479.85,10495.0,0.11
HUDCO,43.85,878.0,0.01
HDFC,2498.1,449960.0,4.84
HUHTAMAKI,279.9,698.0,0.01
ICICIBANK,582.1,402549.0,4.33
ICICIGI,1433.2,31273.0,0.34
ICICIPRULI,445.6,17276.0,0.19
ISEC,382.8,3084.0,0.03
IDBI,38.55,2073.0,0.02
IDFCFIRSTB,55.7,11697.0,0.13
IDFC,47.35,6349.0,0.07
IFBIND,1111.55,1126.0,0.01
IIFL,281.85,3417.0,0.04
IIFLWAM,1239.4,4357.0,0.05
IOLCP,550.85,1261.0,0.01
IRB,108.6,1565.0,0.02
IRCON,88.3,1121.0,0.01
ITC,218.5,190938.0,2.05
ITI,114.95,1073.0,0.01
INDIACEM,167.35,2282.0,0.02
IBULHSGFIN,196.5,6814.0,0.07
IBREALEST,81.1,2249.0,0.02
INDIAMART,7737.95,11748.0,0.13
INDIANB,116.1,1573.0,0.02
IEX,332.8,7975.0,0.09
INDHOTEL,110.85,7764.0,0.08
IOC,91.85,23347.0,0.25
IOB,16.0,1052.0,0.01
IRCTC,1757.0,9277.0,0.1
ICIL,131.65,1065.0,0.01
INDOCO,287.55,1086.0,0.01
IGL,512.35,17932.0,0.19
INDUSTOWER,245.0,19808.0,0.21
INDUSINDBK,954.45,53869.0,0.58
NAUKRI,4280.55,33076.0,0.36
INFY,1368.05,507013.0,5.45
INGERRAND,682.95,539.0,0.01
INOXLEISUR,285.1,1638.0,0.02
INTELLECT,740.0,6195.0,0.07
INDIGO,1631.95,15702.0,0.17
IPCALAB,1903.75,13041.0,0.14
JBCHEPHARM,1255.45,4269.0,0.05
JKCEMENT,2897.25,9402.0,0.1
JKLAKSHMI,432.95,2751.0,0.03
JKPAPER,149.85,1117.0,0.01
JKTYRE,109.0,1181.0,0.01
JMFINANCIL,84.55,3543.0,0.04
JSWENERGY,87.85,3608.0,0.04
JSWSTEEL,468.45,45294.0,0.49
JTEKTINDIA,84.15,514.0,0.01
JAMNAAUTO,67.85,1352.0,0.01
JINDALSAW,74.15,854.0,0.01
JSLHISAR,125.05,1239.0,0.01
JSL,67.6,856.0,0.01
JINDALSTEL,343.6,14019.0,0.15
JCHAC,2652.6,1875.0,0.02
JUBLFOOD,2910.95,22281.0,0.24
JUSTDIAL,862.95,3417.0,0.04
JYOTHYLAB,136.8,1859.0,0.02
KPRMILL,1066.45,1835.0,0.02
KEI,522.7,2771.0,0.03
KNRCON,213.4,2701.0,0.03
KPITTECH,177.55,2726.0,0.03
KRBL,179.5,1310.0,0.01
KSB,896.25,936.0,0.01
KAJARIACER,926.9,7668.0,0.08
KALPATPOWR,377.0,2470.0,0.03
KANSAINER,601.05,8098.0,0.09
KARURVYSYA,55.6,4354.0,0.05
KSCL,513.05,1393.0,0.01
KEC,410.85,5070.0,0.05
KOTAKBANK,1753.0,257060.0,2.76
L&TFH,95.85,7574.0,0.08
LTTS,2653.9,7248.0,0.08
LICHSGFIN,428.2,12966.0,0.14
LAOPALA,221.8,837.0,0.01
LAXMIMACH,6791.3,4571.0,0.05
LTI,4054.3,18415.0,0.2
LT,1418.9,171377.0,1.84
LAURUSLABS,362.0,13792.0,0.15
LEMONTREE,37.0,1729.0,0.02
LINDEINDIA,1799.5,3837.0,0.04
LUPIN,1020.45,24535.0,0.26
LUXIND,1748.35,1325.0,0.01
MASFIN,853.1,1212.0,0.01
MMTC,42.35,635.0,0.01
MOIL,150.55,1286.0,0.01
MRF,82259.45,17095.0,0.18
MGL,1168.95,6697.0,0.07
MAHSCOOTER,3567.55,1998.0,0.02
MAHSEAMLES,275.3,664.0,0.01
M&MFIN,198.95,11799.0,0.13
M&M,795.25,76126.0,0.82
MAHINDCIE,161.25,1589.0,0.02
MHRIL,210.4,899.0,0.01
MAHLOG,579.75,1745.0,0.02
MANAPPURAM,149.2,8082.0,0.09
MRPL,38.85,749.0,0.01
MARICO,411.3,21245.0,0.23
MARUTI,6859.2,91169.0,0.98
MFSL,859.45,18092.0,0.19
MAXHEALTH,205.75,5764.0,0.06
MAZDOCK,212.3,642.0,0.01
METROPOLIS,2241.2,5728.0,0.06
MINDTREE,2083.9,13044.0,0.14
MINDACORP,100.5,793.0,0.01
MINDAIND,542.1,4275.0,0.05
MIDHANI,176.85,861.0,0.01
MOTHERSUMI,201.45,24174.0,0.26
MOTILALOFS,624.8,2107.0,0.02
MPHASIS,1776.5,14620.0,0.16
MCX,1512.95,7716.0,0.08
MUTHOOTFIN,1205.9,13062.0,0.14
NATCOPHARM,825.55,7677.0,0.08
NBCC,46.8,3201.0,0.03
NCC,79.0,3854.0,0.04
NESCO,526.2,1149.0,0.01
NHPC,24.45,6140.0,0.07
NLCINDIA,50.4,1118.0,0.01
NMDC,135.35,12693.0,0.14
NOCIL,174.75,1917.0,0.02
NTPC,106.55,50626.0,0.54
NH,405.85,2737.0,0.03
NATIONALUM,54.05,4941.0,0.05
NFL,54.1,664.0,0.01
NAVINFLUOR,2755.0,9407.0,0.1
NESTLEIND,17165.2,61235.0,0.66
NETWORK18,36.4,915.0,0.01
NILKAMAL,1950.75,1048.0,0.01
NAM-INDIA,338.3,4788.0,0.05
OBEROIRLTY,575.15,6692.0,0.07
ONGC,102.15,37267.0,0.4
OIL,122.8,4394.0,0.05
OFSS,3198.95,7433.0,0.08
ORIENTELEC,311.45,3569.0,0.04
ORIENTREF,225.6,922.0,0.01
PIIND,2258.15,18157.0,0.2
PNBHOUSING,374.9,2208.0,0.02
PNCINFRA,257.9,2249.0,0.02
PVR,1226.15,5141.0,0.06
PAGEIND,30317.45,17584.0,0.19
PERSISTENT,1922.05,9695.0,0.1
PETRONET,224.65,16849.0,0.18
PFIZER,4524.9,7038.0,0.08
PHILIPCARB,190.8,1480.0,0.02
PHOENIXLTD,780.65,7245.0,0.08
PIDILITIND,1809.4,27584.0,0.3
PEL,1753.15,20956.0,0.23
POLYMED,822.35,4337.0,0.05
POLYCAB,1379.55,4731.0,0.05
POLYPLEX,863.0,1219.0,0.01
PFC,113.75,13214.0,0.14
POWERGRID,215.65,55281.0,0.59
PRESTIGE,305.6,3798.0,0.04
PRINCEPIPE,417.45,1194.0,0.01
PRSMJOHNSN,131.05,1649.0,0.02
PGHL,6202.15,4942.0,0.05
PGHH,12678.95,11935.0,0.13
PNB,36.65,8832.0,0.09
QUESS,698.8,4644.0,0.05
RBLBANK,207.55,9309.0,0.1
RECLTD,131.15,12173.0,0.13
RITES,240.8,1620.0,0.02
RADICO,560.05,4488.0,0.05
RVNL,29.1,728.0,0.01
RAIN,142.85,2643.0,0.03
RAJESHEXPO,478.8,6503.0,0.07
RALLIS,252.8,2458.0,0.03
RCF,77.45,1068.0,0.01
RATNAMANI,1901.8,3288.0,0.04
RAYMOND,361.55,1252.0,0.01
REDINGTON,190.85,4604.0,0.05
RELAXO,876.4,6314.0,0.07
RELIANCE,2003.1,647625.0,6.96
RESPONIND,167.1,446.0,0.0
ROSSARI,1035.55,1183.0,0.01
ROUTE,1409.8,2522.0,0.03
SBICARD,928.25,13096.0,0.14
SBILIFE,880.85,34356.0,0.37
SIS,390.15,1502.0,0.02
SJVN,26.05,1331.0,0.01
SKFINDIA,2249.4,5227.0,0.06
SRF,5410.8,15708.0,0.17
SANOFI,7884.55,7263.0,0.08
SCHAEFFLER,5442.05,4423.0,0.05
SCHNEIDER,94.4,564.0,0.01
SEQUENT,240.9,2692.0,0.03
SHARDACROP,286.8,647.0,0.01
SFL,1977.05,2604.0,0.03
SHILPAMED,333.8,1252.0,0.01
SCI,110.7,1856.0,0.02
SHOPERSTOP,215.0,823.0,0.01
SHREECEM,29465.4,39336.0,0.42
SHRIRAMCIT,1363.8,3151.0,0.03
SRTRANSFIN,1422.3,26635.0,0.29
SIEMENS,1844.0,16417.0,0.18
SOBHA,436.95,1575.0,0.02
SOLARINDS,1282.65,3134.0,0.03
SOLARA,1393.15,1951.0,0.02
SONATSOFTW,509.2,3695.0,0.04
SPANDANA,606.2,1170.0,0.01
SPICEJET,69.3,1663.0,0.02
STARCEMENT,96.75,798.0,0.01
SBIN,364.3,139803.0,1.5
SAIL,78.8,11392.0,0.12
SWSOLAR,258.45,1036.0,0.01
STLTECH,194.2,3466.0,0.04
STAR,844.7,5302.0,0.06
SUDARSCHEM,518.15,2152.0,0.02
SUMICHEM,290.7,3628.0,0.04
SPARC,142.15,1043.0,0.01
SUNPHARMA,597.8,64545.0,0.69
SUNTV,470.3,4633.0,0.05
SUNCLAYLTD,3081.3,1559.0,0.02
SUNDARMFIN,2570.45,17421.0,0.19
SUNDRMFAST,800.45,8410.0,0.09
SUNTECK,280.4,1355.0,0.01
SUPRAJIT,275.5,1888.0,0.02
SUPREMEIND,2042.7,13233.0,0.14
SUPPETRO,417.95,1415.0,0.02
SUVENPHAR,496.8,5059.0,0.05
SUZLON,5.0,1999.0,0.02
SWANENERGY,135.55,861.0,0.01
SYMPHONY,1264.95,2301.0,0.02
SYNGENE,543.45,6304.0,0.07
TCIEXP,946.8,1201.0,0.01
TCNSBRANDS,506.8,1029.0,0.01
TTKPRESTIG,7249.9,3015.0,0.03
TV18BRDCST,28.75,1972.0,0.02
TVSMOTOR,585.05,11674.0,0.13
TANLA,813.6,6198.0,0.07
TASTYBITE,14274.05,952.0,0.01
TATACHEM,751.8,11875.0,0.13
TATACOFFEE,119.95,963.0,0.01
TATACOMM,1062.8,12419.0,0.13
TCS,3177.85,329141.0,3.54
TATACONSUM,638.9,38271.0,0.41
TATAELXSI,2692.9,9224.0,0.1
TATAINVEST,1035.5,1415.0,0.02
TATAMTRDVR,128.05,5990.0,0.06
TATAMOTORS,301.8,54112.0,0.58
TATAPOWER,103.25,17486.0,0.19
TATASTLBSL,52.15,1483.0,0.02
TATASTEEL,811.85,61274.0,0.66
TEAMLEASE,3771.65,4256.0,0.05
TECHM,991.45,61439.0,0.66
NIACL,154.35,3816.0,0.04
RAMCOCEM,1002.55,12771.0,0.14
THERMAX,1343.55,5283.0,0.06
THYROCARE,902.6,1623.0,0.02
TIMKEN,1296.5,3121.0,0.03
TITAN,1558.05,65011.0,0.7
TORNTPHARM,2545.05,12490.0,0.13
TORNTPOWER,423.8,7129.0,0.08
TRENT,751.05,16820.0,0.18
TRIDENT,14.05,1790.0,0.02
TRITURBINE,101.8,1053.0,0.01
TIINDIA,1193.35,11735.0,0.13
UCOBANK,11.0,655.0,0.01
UFLEX,378.05,1147.0,0.01
UPL,641.85,35309.0,0.38
UTIAMC,583.0,2291.0,0.02
UJJIVAN,210.3,2558.0,0.03
UJJIVANSFB,30.5,896.0,0.01
ULTRACEMCO,6737.95,77794.0,0.84
UNIONBANK,34.05,2400.0,0.03
UBL,1241.45,13786.0,0.15
MCDOWELL-N,556.35,16575.0,0.18
VGUARD,252.35,4010.0,0.04
VMART,2785.5,2909.0,0.03
VIPIND,354.15,2352.0,0.03
VSTIND,3389.1,1936.0,0.02
VAIBHAVGBL,3841.9,3875.0,0.04
VAKRANGEE,56.05,3385.0,0.04
VALIANTORG,1291.95,1789.0,0.02
VTL,1297.7,2762.0,0.03
VARROC,364.85,738.0,0.01
VBL,1002.95,9555.0,0.1
VEDL,228.75,38264.0,0.41
VENKEYS,1555.6,723.0,0.01
VINATIORGA,1399.95,3741.0,0.04
IDEA,9.25,7442.0,0.08
VOLTAS,1001.95,23207.0,0.25
WABCOINDIA,6590.05,875.0,0.01
WELCORP,138.35,1805.0,0.02
WELSPUNIND,80.85,2437.0,0.03
WESTLIFE,459.7,2934.0,0.03
WHIRLPOOL,2226.6,7062.0,0.08
WIPRO,414.15,61268.0,0.66
WOCKPHARMA,414.05,1284.0,0.01
YESBANK,15.6,19934.0,0.21
ZEEL,203.2,18737.0,0.2
ZENSARTECH,273.95,1730.0,0.02
ZYDUSWELL,1971.55,3011.0,0.03
ECLERX,1103.0,1693.0,0.02
