symbol,close,mcap_cr,weight
ABB,1410.05,7470.0,0.08
POWERINDIA,1366.95,1448.0,0.02
ACC,1903.25,16083.0,0.17
AIAENG,2052.7,8132.0,0.09
APLAPOLLO,1400.85,8571.0,0.09
AUBANK,1227.85,26058.0,0.28
AARTIDRUGS,694.3,2265.0,0.02
AARTIIND,1317.45,12166.0,0.13
AAVAS,2420.85,8552.0,0.09
ABBOTINDIA,14983.3,7960.0,0.09
ADANIENT,1031.15,28352.0,0.3
ADANIGREEN,1104.85,43200.0,0.46
ADANIPORTS,702.4,51376.0,0.55
ATGL,961.25,26430.0,0.28
ADANITRANS,908.4,24977.0,0.27
ABCAPITAL,119.3,7203.0,0.08
ABFRL,201.25,6312.0,0.07
ADVENZYMES,344.95,1195.0,0.01
AEGISCHEM,298.65,4193.0,0.05
AFFLE,5457.8,5010.0,0.05
AJANTPHARM,1791.9,4652.0,0.05
AKZOINDIA,2296.05,2196.0,0.02
ALEMBICLTD,102.95,793.0,0.01
APLLTD,964.95,5690.0,0.06
ALKEM,2769.8,11591.0,0.12
ALKYLAMINE,5696.7,3023.0,0.03
ALOKINDS,20.15,2501.0,0.03
AMARAJABAT,853.8,7000.0,0.08
AMBER,3315.85,5586.0,0.06
AMBUJACEM,308.85,22691.0,0.24
ANGELBRKG,291.2,572.0,0.01
APOLLOHOSP,2902.65,29215.0,0.31
APOLLOTYRE,223.7,7388.0,0.08
ASAHIINDIA,309.75,3464.0,0.04
ASHOKLEY,113.5,16326.0,0.18
ASHOKA,101.9,1316.0,0.01
ASIANPAINT,2537.4,114392.0,1.23
ASTERDM,137.45,1442.0,0.02
ASTRAZEN,3009.3,1881.0,0.02
ASTRAL,1616.85,14293.0,0.15
ATUL,7083.05,11526.0,0.12
AUROPHARMA,881.3,24787.0,0.27
AVANTIFEED,414.45,1638.0,0.02
DMART,2859.05,42596.0,0.46
AXISBANK,697.45,175198.0,1.88
BASF,2069.75,2419.0,0.03
BEML,1255.75,2406.0,0.03
BSE,571.1,2571.0,0.03
BAJAJ-AUTO,3670.6,47797.0,0.51
BAJAJCON,259.9,2377.0,0.03
BAJAJELEC,976.6,4139.0,0.04
BAJFINANCE,5149.85,136542.0,1.47
BAJAJFINSV,9668.6,58468.0,0.63
BAJAJHLDNG,3293.05,16492.0,0.18
BALAMINES,1759.3,1767.0,0.02
BALKRISIND,1688.5,13709.0,0.15
BALMLAWRIE,128.75,837.0,0.01
BALRAMCHIN,214.5,2658.0,0.03
BANDHANBNK,338.9,22925.0,0.25
BANKBARODA,74.1,13795.0,0.15
BANKINDIA,67.85,2446.0,0.03
MAHABANK,20.8,955.0,0.01
BATAINDIA,1406.2,8495.0,0.09
BAYERCROP,5341.9,6962.0,0.07
BERGEPAINT,765.0,18576.0,0.2
BDL,332.55,1524.0,0.02
BEL,125.1,14936.0,0.16
BHARATFORG,595.95,14983.0,0.16
BHEL,48.75,6281.0,0.07
BPCL,427.95,39918.0,0.43
BHARATRAS,9415.6,1000.0,0.01
BHARTIARTL,517.3,125005.0,1.34
BIOCON,408.9,18155.0,0.2
BIRLACORPN,949.85,2706.0,0.03
BSOFT,253.05,4140.0,0.04
BLISSGVS,98.55,681.0,0.01
BLUEDART,5574.35,3307.0,0.04
BLUESTARCO,934.2,5489.0,0.06
BBTC,1110.4,2014.0,0.02
BOSCHLTD,14088.4,12050.0,0.13
BRIGADE,277.85,3047.0,0.03
BRITANNIA,3625.05,42785.0,0.46
CCL,233.95,1681.0,0.02
CESC,593.55,3934.0,0.04
CRISIL,1839.0,4411.0,0.05
CSBBANK,232.9,1899.0,0.02
CADILAHC,440.9,11284.0,0.12
CANFINHOME,613.75,5067.0,0.05
CANBK,152.2,7770.0,0.08
CAPLIPOINT,403.45,946.0,0.01
CGCL,379.55,1663.0,0.02
CARBORUNIV,509.5,5600.0,0.06
CASTROLIND,125.3,6073.0,0.07
CEATLTD,1556.55,3337.0,0.04
CENTRALBK,16.3,958.0,0.01
CDSL,656.05,5485.0,0.06
CENTURYPLY,318.25,1909.0,0.02
CENTURYTEX,465.05,2441.0,0.03
CERA,3907.3,2338.0,0.03
CHALET,146.3,840.0,0.01
CHAMBLFERT,229.05,3718.0,0.04
CHOLAHLDNG,599.2,5737.0,0.06
CHOLAFIN,558.8,21995.0,0.24
CIPLA,815.1,41413.0,0.45
CUB,155.95,11522.0,0.12
COALINDIA,130.35,27313.0,0.29
COCHINSHIP,374.3,1329.0,0.01
COFORGE,2926.95,6207.0,0.07
COLPAL,1559.35,20782.0,0.22
CAMS,1846.4,3693.0,0.04
CONCOR,598.0,16396.0,0.18
COROMANDEL,774.55,9317.0,0.1
CREDITACC,670.75,2713.0,0.03
CROMPTON,392.5,20445.0,0.22
CUMMINSIND,919.65,12491.0,0.13
CYIENT,647.45,5343.0,0.06
DCBBANK,102.6,2676.0,0.03
DCMSHRIRAM,501.15,2501.0,0.03
DLF,287.05,17763.0,0.19
DABUR,540.5,30569.0,0.33
DALBHARAT,1589.0,13060.0,0.14
DEEPAKNTR,1656.5,12200.0,0.13
DELTACORP,162.15,2553.0,0.03
DHANI,168.1,4165.0,0.04
DHANUKA,689.7,803.0,0.01
DBL,580.0,1983.0,0.02
DISHTV,9.25,1141.0,0.01
DCAL,109.0,649.0,0.01
DIVISLAB,3622.8,46163.0,0.5
DIXON,3672.15,13120.0,0.14
LALPATHLAB,2707.05,8574.0,0.09
DRREDDY,4516.0,54824.0,0.59
EIDPARRY,318.35,3101.0,0.03
EIHOTEL,92.95,1860.0,0.02
EPL,236.2,2982.0,0.03
EDELWEISS,63.3,3258.0,0.04
EICHERMOT,2603.95,36299.0,0.39
ELGIEQUIP,190.75,4111.0,0.04
EMAMILTD,486.0,9938.0,0.11
ENDURANCE,1456.15,5121.0,0.06
ENGINERSIN,77.0,2121.0,0.02
EQUITAS,87.25,2982.0,0.03
ERIS,605.0,2054.0,0.02
ESCORTS,1287.8,9029.0,0.1
EXIDEIND,183.6,8427.0,0.09
FDC,285.9,1496.0,0.02
FEDERALBNK,75.8,15137.0,0.16
FINEORG,2283.85,1751.0,0.02
FINCABLES,380.95,2913.0,0.03
FINPIPE,636.0,3709.0,0.04
FSL,113.9,3488.0,0.04
FORTIS,199.15,10374.0,0.11
FCONSUMER,6.0,608.0,0.01
FRETAIL,42.65,1133.0,0.01
GAIL,135.5,24445.0,0.26
GEPIL,287.0,598.0,0.01
GHCL,229.5,1744.0,0.02
GMMPFAUDLR,4306.2,2833.0,0.03
GMRINFRA,24.3,5280.0,0.06
GALAXYSURF,2546.75,2619.0,0.03
GRSE,184.85,551.0,0.01
GARFIBRES,2567.15,2435.0,0.03
GICRE,199.4,4898.0,0.05
GILLETTE,5900.05,4806.0,0.05
GLAXO,1440.75,6102.0,0.07
GLENMARK,464.7,6950.0,0.07
GODFRYPHLP,915.75,1286.0,0.01
GODREJAGRO,523.8,1610.0,0.02
GODREJCP,729.65,27604.0,0.3
GODREJIND,545.75,3673.0,0.04
GODREJPROP,1406.75,16422.0,0.18
GRANULES,303.45,4284.0,0.05
GRAPHITE,512.0,3501.0,0.04
GRASIM,1450.55,55355.0,0.6
GESHIP,312.7,3263.0,0.04
GREAVESCOT,127.65,1299.0,0.01
GRINDWELL,952.2,4428.0,0.05
GUJALKALI,344.8,658.0,0.01
GAEL,127.85,1056.0,0.01
FLUOROCHEM,575.15,2022.0,0.02
GUJGASLTD,549.45,9456.0,0.1
GNFC,300.2,2753.0,0.03
GPPL,97.05,2627.0,0.03
GSFC,81.3,1847.0,0.02
GSPL,273.35,7711.0,0.08
GULFOILLUB,722.2,1017.0,0.01
HEG,1464.05,2260.0,0.02
HCLTECH,982.65,106663.0,1.15
HDFCAMC,2919.0,15540.0,0.17
HDFCBANK,1493.65,650499.0,6.99
HDFCLIFE,696.2,57686.0,0.62
HFCL,25.15,1874.0,0.02
HAPPSTMNDS,540.05,3331.0,0.04
HATSUN,724.85,4063.0,0.04
HAVELLS,1050.4,26303.0,0.28
HEIDELBERG,233.6,1641.0,0.02
HEMIPROP,137.45,1019.0,0.01
HEROMOTOCO,2913.6,37835.0,0.41
HSCL,41.65,523.0,0.01
HINDALCO,326.85,47731.0,0.51
