symbol,close,mcap_cr,weight
ABB,5941.5,31076.0,1.46
ADANIENSOL,934.9,32342.0,1.52
ADANIGREEN,806.9,26976.0,1.27
ADANIPOWER,150.43,62046.0,2.91
AMBUJACEM,401.25,24402.0,1.14
DMART,3956.8,58092.0,2.72
BAJAJHLDNG,8746.0,37758.0,1.77
BANKBARODA,247.6,45807.0,2.15
BPCL,281.0,56791.0,2.66
BOSCHLTD,28745.0,24861.0,1.17
BRITANNIA,5423.0,63713.0,2.99
CGPOWER,655.05,44816.0,2.1
CANBK,123.45,41504.0,1.95
CHOLAFIN,1354.7,57855.0,2.71
CUMMINSIND,4500.1,60617.0,2.84
DLF,504.1,32247.0,1.51
DIVISLAB,5947.0,75362.0,3.54
GAIL,137.71,37042.0,1.74
GODREJCP,984.8,39504.0,1.85
HDFCAMC,2216.4,45029.0,2.11
HAL,3487.2,65975.0,3.09
HINDZINC,502.15,21708.0,1.02
HYUNDAI,1778.0,25281.0,1.19
INDHOTEL,570.95,49995.0,2.35
IOC,135.4,50447.0,2.37
IRFC,87.23,17497.0,0.82
JINDALSTEL,1113.1,41109.0,1.93
LTM,4013.8,37139.0,1.74
LODHA,677.0,19008.0,0.89
MAZDOCK,2065.2,15646.0,0.73
MUTHOOTFIN,3160.1,33794.0,1.59
PIDILITIND,1285.0,39742.0,1.86
PFC,379.5,55104.0,2.58
PNB,100.56,34576.0,1.62
RECLTD,305.1,38001.0,1.78
MOTHERSON,105.08,46375.0,2.18
SHREECEM,23020.0,30702.0,1.44
ENRIN,2565.5,22626.0,1.06
SIEMENS,2935.0,25868.0,1.21
SOLARINDS,12076.0,29335.0,1.38
TVSMOTOR,3363.8,78776.0,3.7
TATACAP,305.0,13138.0,0.62
TMCV,394.8,82280.0,3.86
TATAPOWER,378.75,63228.0,2.97
TORNTPHARM,4220.2,44017.0,2.06
UNIONBANK,164.2,31640.0,1.48
UNITDSPR,1218.8,35899.0,1.68
VBL,384.1,52420.0,2.46
VEDL,654.8,110950.0,5.2
ZYDUSLIFE,871.2,21733.0,1.02
