symbol,close,mcap_cr,weight
ACC,2151.35,18180.0,0.2
ADANIENT,2014.75,55396.0,0.62
ADANIGREEN,1914.7,65882.0,0.74
ADANIPORTS,774.2,55604.0,0.62
ADANITRANS,2368.15,65113.0,0.73
AMBUJACEM,299.25,21986.0,0.25
APOLLOHOSP,4516.1,46104.0,0.52
ASIANPAINT,3079.95,138851.0,1.56
DMART,4003.35,59645.0,0.67
AXISBANK,761.15,200933.0,2.26
BAJAJ-AUTO,3653.0,47568.0,0.53
BAJFINANCE,7259.95,193397.0,2.17
BAJAJFINSV,17060.45,103168.0,1.16
BAJAJHLDNG,5011.05,25096.0,0.28
BANDHANBNK,307.4,20796.0,0.23
BANKBARODA,111.6,20776.0,0.23
BERGEPAINT,699.7,16991.0,0.19
BPCL,359.35,34299.0,0.39
BHARTIARTL,754.95,178287.0,2.0
BIOCON,335.6,15311.0,0.17
BOSCHLTD,14438.5,12349.0,0.14
BRITANNIA,3206.4,37844.0,0.43
CHOLAFIN,718.45,28313.0,0.32
CIPLA,1018.05,52568.0,0.59
COALINDIA,183.05,38355.0,0.43
COLPAL,1542.25,20554.0,0.23
DLF,380.45,23543.0,0.26
DABUR,536.2,31282.0,0.35
DIVISLAB,4402.05,56093.0,0.63
DRREDDY,4295.45,52186.0,0.59
EICHERMOT,2457.15,34264.0,0.38
NYKAA,1689.55,9612.0,0.11
GAIL,155.65,28337.0,0.32
GLAND,3272.65,17207.0,0.19
GODREJCP,747.3,28274.0,0.32
GRASIM,1664.0,62438.0,0.7
HCLTECH,1163.75,123163.0,1.38
HDFCAMC,2146.05,14188.0,0.16
HDFCBANK,1470.35,644054.0,7.24
HDFCLIFE,538.2,50026.0,0.56
HAVELLS,1152.55,28874.0,0.32
HEROMOTOCO,2294.15,29796.0,0.33
HINDALCO,569.5,83185.0,0.93
HINDUNILVR,2048.65,182913.0,2.06
HDFC,2390.4,432477.0,4.86
ICICIBANK,730.3,507446.0,5.7
ICICIGI,1328.3,33907.0,0.38
ICICIPRULI,500.9,19439.0,0.22
ITC,250.65,219307.0,2.46
IOC,118.95,30235.0,0.34
INDUSTOWER,222.05,17952.0,0.2
INDUSINDBK,935.4,60867.0,0.68
NAUKRI,4509.45,34845.0,0.39
INFY,1906.85,697881.0,7.84
INDIGO,2014.15,19399.0,0.22
JSWSTEEL,732.65,70839.0,0.8
JUBLFOOD,2636.5,20180.0,0.23
KOTAKBANK,1753.85,257542.0,2.89
LTI,6155.4,28050.0,0.32
LT,1767.65,213580.0,2.4
LUPIN,747.05,17993.0,0.2
M&M,806.55,77208.0,0.87
MARICO,503.7,26046.0,0.29
MARUTI,7561.3,100501.0,1.13
MINDTREE,4302.9,27661.0,0.31
MUTHOOTFIN,1330.95,14423.0,0.16
NMDC,162.55,18578.0,0.21
NTPC,135.0,64143.0,0.72
NESTLEIND,17380.55,62003.0,0.7
ONGC,163.9,59795.0,0.67
PAYTM,528.45,4798.0,0.05
PIIND,2819.65,22673.0,0.25
PIDILITIND,2454.3,37425.0,0.42
PEL,2186.9,29228.0,0.33
POWERGRID,216.8,74102.0,0.83
PGHH,14415.6,13570.0,0.15
PNB,35.05,10420.0,0.12
RELIANCE,2634.75,909012.0,10.21
SBICARD,851.7,21688.0,0.24
SBILIFE,1121.45,49362.0,0.55
SRF,2679.35,38917.0,0.44
SHREECEM,24032.6,32083.0,0.36
SIEMENS,2368.2,21084.0,0.24
SBIN,493.55,189404.0,2.13
SAIL,98.55,14247.0,0.16
SUNPHARMA,914.75,98766.0,1.11
TCS,3739.95,387359.0,4.35
TATACONSUM,777.4,46567.0,0.52
TATAMOTORS,433.75,77778.0,0.87
TATASTEEL,1307.2,105439.0,1.18
TECHM,1499.45,93218.0,1.05
TITAN,2536.15,105823.0,1.19
TORNTPHARM,2791.95,13701.0,0.15
UPL,769.6,42337.0,0.48
ULTRACEMCO,6602.3,76235.0,0.86
MCDOWELL-N,888.35,26466.0,0.3
VEDL,403.35,44980.0,0.51
WIPRO,591.9,87611.0,0.98
ZOMATO,82.3,11661.0,0.13
ZYDUSLIFE,348.5,8919.0,0.1
