symbol,close,mcap_cr,weight
ABB,2157.95,11432.0,0.1
ACC,2151.35,18180.0,0.16
AIAENG,1622.7,6428.0,0.06
APLAPOLLO,914.6,13277.0,0.12
AUBANK,1246.25,27471.0,0.24
AARTIDRUGS,429.1,1430.0,0.01
AARTIIND,956.65,19420.0,0.17
AAVAS,2569.45,11358.0,0.1
ABBOTINDIA,17702.85,9404.0,0.08
ADANIENT,2014.75,55396.0,0.48
ADANIGREEN,1914.7,65882.0,0.57
ADANIPORTS,774.2,55604.0,0.48
ATGL,2149.8,59109.0,0.51
ADANITRANS,2368.15,65113.0,0.57
ABCAPITAL,107.65,7543.0,0.07
ABFRL,302.1,10204.0,0.09
ABSLAMC,533.85,1999.0,0.02
ADVENZYMES,282.1,1072.0,0.01
AEGISCHEM,205.55,2669.0,0.02
AFFLE,1260.05,6716.0,0.06
AJANTPHARM,1810.75,4701.0,0.04
APLLTD,741.6,4227.0,0.04
ALKEM,3620.7,17749.0,0.15
ALKYLAMINE,2858.55,4088.0,0.04
ALLCARGO,358.4,2642.0,0.02
ALOKINDS,25.35,3147.0,0.03
AMARAJABAT,536.4,5314.0,0.05
AMBER,3523.25,5936.0,0.05
AMBUJACEM,299.25,21986.0,0.19
ANGELONE,1536.75,6112.0,0.05
ANURAS,824.45,1157.0,0.01
APOLLOHOSP,4516.1,46104.0,0.4
APOLLOTYRE,191.0,6429.0,0.06
APTUS,340.55,2708.0,0.02
ASAHIINDIA,431.0,4820.0,0.04
ASHOKLEY,117.25,16865.0,0.15
ASIANPAINT,3079.95,138851.0,1.21
ASTERDM,197.5,2170.0,0.02
ASTRAZEN,2551.85,1595.0,0.01
ASTRAL,2022.95,17884.0,0.16
ATUL,10292.55,16749.0,0.15
AUROPHARMA,668.55,18803.0,0.16
AVANTIFEED,412.35,1629.0,0.01
DMART,4003.35,59645.0,0.52
AXISBANK,761.15,200933.0,1.74
BASF,3092.9,3615.0,0.03
BEML,1818.85,3484.0,0.03
BSE,944.0,12769.0,0.11
BAJAJ-AUTO,3653.0,47568.0,0.41
