symbol,close,mcap_cr,weight
BAJAJELEC,1074.7,4565.0,0.04
BAJFINANCE,7259.95,193397.0,1.68
BAJAJFINSV,17060.45,103168.0,0.9
BAJAJHLDNG,5011.05,25096.0,0.22
BALAMINES,2905.5,2918.0,0.03
BALKRISIND,2136.2,17344.0,0.15
BALRAMCHIN,489.4,5792.0,0.05
BANDHANBNK,307.4,20796.0,0.18
BANKBARODA,111.6,20776.0,0.18
BANKINDIA,45.85,3575.0,0.03
MAHABANK,16.7,1012.0,0.01
BATAINDIA,1961.4,11848.0,0.1
BAYERCROP,4969.35,6477.0,0.06
BERGEPAINT,699.7,16991.0,0.15
BDL,549.3,2517.0,0.02
BEL,210.8,25168.0,0.22
BHARATFORG,700.6,17941.0,0.16
BHEL,49.35,6358.0,0.06
BPCL,359.35,34299.0,0.3
BHARTIARTL,754.95,178287.0,1.55
BIOCON,335.6,15311.0,0.13
BIRLACORPN,1182.2,3368.0,0.03
BSOFT,454.95,7502.0,0.07
BLUEDART,6862.25,4071.0,0.04
BLUESTARCO,1052.05,6181.0,0.05
BBTC,860.8,1562.0,0.01
BORORENEW,580.25,2874.0,0.02
BOSCHLTD,14438.5,12349.0,0.11
BRIGADE,516.85,6665.0,0.06
BCG,98.6,5820.0,0.05
BRITANNIA,3206.4,37844.0,0.33
MAPMYINDIA,1510.7,1126.0,0.01
CCL,403.7,2900.0,0.03
CESC,75.85,4826.0,0.04
CGPOWER,189.45,11013.0,0.1
CRISIL,3298.25,7941.0,0.07
CSBBANK,211.15,1722.0,0.01
CANFINHOME,631.45,5297.0,0.05
CANBK,227.75,15287.0,0.13
CAPLIPOINT,678.2,1593.0,0.01
CARBORUNIV,797.75,8784.0,0.08
CASTROLIND,100.95,4893.0,0.04
CEATLTD,932.15,1998.0,0.02
CENTRALBK,18.35,1115.0,0.01
CDSL,1480.35,12376.0,0.11
CENTURYPLY,716.3,4297.0,0.04
CENTURYTEX,854.6,4582.0,0.04
CERA,4972.45,2975.0,0.03
CHALET,302.35,1736.0,0.02
CHAMBLFERT,422.1,7027.0,0.06
CHEMPLASTS,665.15,4732.0,0.04
CHOLAHLDNG,618.55,5923.0,0.05
CHOLAFIN,718.45,28313.0,0.25
CIPLA,1018.05,52568.0,0.46
CUB,128.9,9247.0,0.08
CLEAN,1992.4,3386.0,0.03
COALINDIA,183.05,38355.0,0.33
COCHINSHIP,294.2,1045.0,0.01
COFORGE,4457.5,13574.0,0.12
COLPAL,1542.25,20554.0,0.18
CAMS,2315.85,7588.0,0.07
CONCOR,672.15,18429.0,0.16
COROMANDEL,799.6,9622.0,0.08
CREDITACC,849.7,3443.0,0.03
CROMPTON,374.0,22268.0,0.19
CUMMINSIND,1121.3,15230.0,0.13
CYIENT,927.75,7674.0,0.07
DCMSHRIRAM,1130.1,5639.0,0.05
DLF,380.45,23543.0,0.2
DABUR,536.2,31282.0,0.27
DALBHARAT,1495.6,12330.0,0.11
DEEPAKNTR,2243.75,16526.0,0.14
DELTACORP,330.05,5910.0,0.05
DEVYANI,175.25,3585.0,0.03
DHANI,62.35,2023.0,0.02
DBL,241.1,1058.0,0.01
DIVISLAB,4402.05,56093.0,0.49
DIXON,4308.8,15853.0,0.14
LALPATHLAB,2610.7,8486.0,0.07
DRREDDY,4295.45,52186.0,0.45
EIDPARRY,452.45,4414.0,0.04
EIHOTEL,154.65,3095.0,0.03
EPL,193.6,2447.0,0.02
EASEMYTRIP,340.8,1851.0,0.02
EDELWEISS,58.7,3045.0,0.03
EICHERMOT,2457.15,34264.0,0.3
ELGIEQUIP,279.55,6024.0,0.05
EMAMILTD,447.15,9143.0,0.08
ENDURANCE,1094.8,3850.0,0.03
ENGINERSIN,64.05,1764.0,0.02
EQUITAS,106.5,3640.0,0.03
EQUITASBNK,51.1,1599.0,0.01
ERIS,688.7,2528.0,0.02
ESCORTS,1690.85,12083.0,0.1
EXIDEIND,151.1,6935.0,0.06
FDC,257.1,1345.0,0.01
NYKAA,1689.55,9612.0,0.08
FEDERALBNK,97.4,19464.0,0.17
FACT,130.9,847.0,0.01
FINEORG,4005.65,3070.0,0.03
FINCABLES,377.65,2888.0,0.03
FINPIPE,154.65,4510.0,0.04
FSL,125.05,3835.0,0.03
FORTIS,290.4,15128.0,0.13
GRINFRA,1533.85,1780.0,0.02
GAIL,155.65,28337.0,0.25
GMMPFAUDLR,4555.55,2997.0,0.03
GALAXYSURF,2864.4,2945.0,0.03
GARFIBRES,2821.75,2676.0,0.02
GICRE,113.85,2796.0,0.02
GLAND,3272.65,17207.0,0.15
GLAXO,1666.9,7060.0,0.06
GLS,458.8,956.0,0.01
GLENMARK,442.0,6610.0,0.06
GOCOLORS,1011.5,1803.0,0.02
GODFRYPHLP,1009.6,1417.0,0.01
GODREJAGRO,442.15,1274.0,0.01
GODREJCP,747.3,28274.0,0.25
GODREJIND,464.0,2967.0,0.03
GODREJPROP,1672.2,19524.0,0.17
GRANULES,306.5,4333.0,0.04
GRAPHITE,502.85,3439.0,0.03
GRASIM,1664.0,62438.0,0.54
GESHIP,345.35,3604.0,0.03
GRINDWELL,1799.95,8370.0,0.07
GUJALKALI,896.55,1712.0,0.01
GAEL,260.2,2148.0,0.02
FLUOROCHEM,2742.55,10243.0,0.09
GUJGASLTD,503.25,8661.0,0.08
GNFC,844.45,7743.0,0.07
GPPL,76.4,2068.0,0.02
GSFC,162.05,3681.0,0.03
GSPL,259.05,7308.0,0.06
HEG,1376.05,2390.0,0.02
HCLTECH,1163.75,123163.0,1.07
HDFCAMC,2146.05,14188.0,0.12
HDFCBANK,1470.35,644054.0,5.59
HDFCLIFE,538.2,50026.0,0.43
HFCL,78.7,6609.0,0.06
HLEGLAS,5445.9,1784.0,0.02
HAPPSTMNDS,1056.65,6673.0,0.06
HATHWAY,17.25,763.0,0.01
HATSUN,1072.0,6008.0,0.05
HAVELLS,1152.55,28874.0,0.25
HEMIPROP,114.35,880.0,0.01
HEROMOTOCO,2294.15,29796.0,0.26
HIKAL,402.3,1538.0,0.01
HINDALCO,569.5,83185.0,0.72
HGS,1023.7,1412.0,0.01
HAL,1484.9,12413.0,0.11
HINDCOPPER,113.75,3740.0,0.03
HINDPETRO,269.35,17194.0,0.15
HINDUNILVR,2048.65,182913.0,1.59
HINDZINC,310.15,7863.0,0.07
POWERINDIA,3521.25,3731.0,0.03
HOMEFIRST,769.45,1753.0,0.02
HONAUT,39676.8,8770.0,0.08
HUDCO,32.75,1180.0,0.01
HDFC,2390.4,432477.0,3.76
ICICIBANK,730.3,507446.0,4.41
ICICIGI,1328.3,33907.0,0.29
ICICIPRULI,500.9,19439.0,0.17
ISEC,621.25,5012.0,0.04
IDBI,42.8,2301.0,0.02
IDFCFIRSTB,39.7,12342.0,0.11
IDFC,61.75,8281.0,0.07
IFBIND,1040.7,1054.0,0.01
IIFL,285.6,4228.0,0.04
IIFLWAM,1668.9,6218.0,0.05
IRB,251.25,3642.0,0.03
IRCON,39.8,1011.0,0.01
ITC,250.65,219307.0,1.9
ITI,96.45,900.0,0.01
INDIACEM,209.5,2727.0,0.02
IBULHSGFIN,157.8,6433.0,0.06
IBREALEST,101.4,3931.0,0.03
INDIAMART,4322.65,6606.0,0.06
INDIANB,153.9,3833.0,0.03
IEX,224.7,17164.0,0.15
INDHOTEL,238.5,18594.0,0.16
IOC,118.95,30235.0,0.26
IOB,18.15,1372.0,0.01
IRCTC,774.7,20452.0,0.18
IRFC,21.45,3924.0,0.03
INDIGOPNTS,1605.85,1299.0,0.01
ICIL,158.95,1286.0,0.01
INDOCO,377.05,1425.0,0.01
IGL,373.15,13060.0,0.11
INDUSTOWER,222.05,17952.0,0.16
INDUSINDBK,935.4,60867.0,0.53
INFIBEAM,19.35,2693.0,0.02
NAUKRI,4509.45,34845.0,0.3
INFY,1906.85,697881.0,6.06
INOXLEISUR,529.8,3565.0,0.03
INTELLECT,945.75,8144.0,0.07
INDIGO,2014.15,19399.0,0.17
IPCALAB,1065.75,14601.0,0.13
JBCHEPHARM,1574.9,5599.0,0.05
JKCEMENT,2431.3,9017.0,0.08
JKLAKSHMI,474.85,3017.0,0.03
JKPAPER,303.95,2369.0,0.02
JMFINANCIL,67.6,2838.0,0.02
JSWENERGY,302.2,12421.0,0.11
JSWSTEEL,732.65,70839.0,0.62
JAMNAAUTO,99.5,1982.0,0.02
JSLHISAR,389.35,3766.0,0.03
JSL,202.55,3166.0,0.03
JINDALSTEL,532.85,21742.0,0.19
JUBLFOOD,2636.5,20180.0,0.18
JUBLINGREA,449.85,3511.0,0.03
JUBLPHARMA,388.15,3029.0,0.03
JUSTDIAL,711.4,1308.0,0.01
JYOTHYLAB,147.45,2003.0,0.02
KPRMILL,622.55,5355.0,0.05
KEI,1261.0,7045.0,0.06
KNRCON,284.15,3916.0,0.03
KPITTECH,601.05,9557.0,0.08
KRBL,201.6,1471.0,0.01
KAJARIACER,1019.3,8438.0,0.07
KALPATPOWR,366.75,2621.0,0.02
KALYANKJIL,58.75,787.0,0.01
KANSAINER,467.75,6302.0,0.05
KARURVYSYA,46.3,3629.0,0.03
KEC,378.95,4676.0,0.04
KOTAKBANK,1753.85,257542.0,2.24
KIMS,1383.2,3542.0,0.03
L&TFH,80.6,6381.0,0.06
LTTS,5105.3,14008.0,0.12
LICHSGFIN,358.95,10859.0,0.09
LAXMIMACH,9618.15,6473.0,0.06
LTI,6155.4,28050.0,0.24
LT,1767.65,213580.0,1.85
LATENTVIEW,422.75,1356.0,0.01
LAURUSLABS,590.1,23148.0,0.2
LXCHEM,399.4,1896.0,0.02
LINDEINDIA,3784.9,8070.0,0.07
LUPIN,747.05,17993.0,0.16
LUXIND,2190.95,1713.0,0.01
MMTC,44.1,662.0,0.01
MOIL,184.35,1575.0,0.01
MRF,65022.1,13513.0,0.12
LODHA,1126.2,9761.0,0.08
MGL,779.05,4463.0,0.04
M&MFIN,159.15,9438.0,0.08
M&M,806.55,77208.0,0.67
MAHINDCIE,171.85,1629.0,0.01
MHRIL,229.4,1473.0,0.01
MAHLOG,504.6,1523.0,0.01
MANAPPURAM,113.55,6151.0,0.05
MRPL,41.6,802.0,0.01
MARICO,503.7,26046.0,0.23
MARUTI,7561.3,100501.0,0.87
MASTEK,3321.8,5282.0,0.05
MFSL,753.9,16391.0,0.14
MAXHEALTH,347.65,13146.0,0.11
MAZDOCK,239.7,725.0,0.01
MEDPLUS,1014.5,3268.0,0.03
METROBRAND,612.2,1164.0,0.01
METROPOLIS,2035.75,5209.0,0.05
MINDTREE,4302.9,27661.0,0.24
MINDAIND,932.3,8787.0,0.08
MOTILALOFS,869.95,2945.0,0.03
MPHASIS,3376.85,27906.0,0.24
MCX,1415.45,7219.0,0.06
MUTHOOTFIN,1330.95,14423.0,0.13
NATCOPHARM,756.15,7039.0,0.06
NBCC,36.3,2483.0,0.02
NCC,58.55,2857.0,0.02
NESCO,552.5,1207.0,0.01
NHPC,27.8,7540.0,0.07
NLCINDIA,62.55,1388.0,0.01
NMDC,162.55,18578.0,0.16
NOCIL,248.9,2736.0,0.02
NTPC,135.0,64143.0,0.56
NH,745.35,5027.0,0.04
NATIONALUM,121.8,10961.0,0.1
NAVINFLUOR,4082.2,14155.0,0.12
NAZARA,1638.3,1229.0,0.01
NESTLEIND,17380.55,62003.0,0.54
NETWORK18,85.15,2140.0,0.02
NAM-INDIA,347.65,5622.0,0.05
NUVOCO,394.95,4091.0,0.04
OBEROIRLTY,939.85,10935.0,0.09
ONGC,163.9,59795.0,0.52
OIL,238.4,8531.0,0.07
PAYTM,528.45,4798.0,0.04
OFSS,3587.75,8355.0,0.07
ORIENTELEC,321.25,3681.0,0.03
POLICYBZR,694.3,8426.0,0.07
PCBL,228.7,2029.0,0.02
PIIND,2819.65,22673.0,0.2
PNBHOUSING,376.85,2224.0,0.02
PNCINFRA,259.15,2925.0,0.03
PVR,1922.3,8560.0,0.07
PAGEIND,43189.35,25532.0,0.22
PERSISTENT,4765.3,23672.0,0.21
PETRONET,193.75,14531.0,0.13
PFIZER,4348.15,6763.0,0.06
PHOENIXLTD,1099.95,10407.0,0.09
PIDILITIND,2454.3,37425.0,0.32
PEL,2186.9,29228.0,0.25
POLYMED,949.5,5008.0,0.04
POLYCAB,2364.4,10246.0,0.09
POLYPLEX,2424.9,3578.0,0.03
POONAWALLA,271.85,6654.0,0.06
PFC,112.6,13080.0,0.11
POWERGRID,216.8,74102.0,0.64
PRAJIND,398.45,4757.0,0.04
PRESTIGE,493.8,6928.0,0.06
PRINCEPIPE,634.25,2314.0,0.02
PRSMJOHNSN,115.2,1450.0,0.01
PRIVISCL,1875.15,1318.0,0.01
PGHL,4002.4,3189.0,0.03
PGHH,14415.6,13570.0,0.12
PNB,35.05,10420.0,0.09
QUESS,659.05,4682.0,0.04
RBLBANK,130.2,7649.0,0.07
RECLTD,123.05,11422.0,0.1
RHIM,612.95,2960.0,0.03
RITES,262.5,1766.0,0.02
RADICO,887.95,7122.0,0.06
RVNL,32.7,1500.0,0.01
RAILTEL,84.1,729.0,0.01
RAIN,194.0,3654.0,0.03
RAJESHEXPO,691.1,9386.0,0.08
RALLIS,238.05,2315.0,0.02
RCF,89.45,1234.0,0.01
RATNAMANI,2593.35,4484.0,0.04
RTNINDIA,46.15,1595.0,0.01
REDINGTON,144.95,8156.0,0.07
RELAXO,1066.35,7698.0,0.07
RELIANCE,2634.75,909012.0,7.89
RBA,100.75,2333.0,0.02
ROSSARI,911.6,1305.0,0.01
ROUTE,1542.3,3879.0,0.03
SBICARD,851.7,21688.0,0.19
SBILIFE,1121.45,49362.0,0.43
SIS,485.05,1997.0,0.02
SJVN,27.45,1402.0,0.01
SKFINDIA,3534.4,8212.0,0.07
SRF,2679.35,38917.0,0.34
SANOFI,7499.45,6909.0,0.06
SAPPHIRE,1482.2,3202.0,0.03
SAREGAMA,4827.25,3816.0,0.03
SCHAEFFLER,1942.0,7892.0,0.07
SEQUENT,133.8,1495.0,0.01
SFL,3474.8,4577.0,0.04
SHILPAMED,398.2,1417.0,0.01
SCI,115.35,1934.0,0.02
SHREECEM,24032.6,32083.0,0.28
RENUKA,35.6,2804.0,0.02
SHRIRAMCIT,1624.1,3786.0,0.03
SRTRANSFIN,1134.85,22718.0,0.2
SHYAMMETL,362.35,1109.0,0.01
SIEMENS,2368.2,21084.0,0.18
SOBHA,707.75,2551.0,0.02
SOLARINDS,2796.5,6832.0,0.06
SOLARA,666.1,1127.0,0.01
SONACOMS,679.45,13102.0,0.11
SONATSOFTW,739.4,5365.0,0.05
SPICEJET,54.4,1341.0,0.01
STARHEALTH,710.45,3271.0,0.03
SBIN,493.55,189404.0,1.64
SAIL,98.55,14247.0,0.12
SWSOLAR,318.05,1508.0,0.01
STLTECH,224.45,4107.0,0.04
STAR,346.6,2178.0,0.02
SUDARSCHEM,520.95,2308.0,0.02
SUMICHEM,448.5,5597.0,0.05
SPARC,296.95,2112.0,0.02
SUNPHARMA,914.75,98766.0,0.86
SUNTV,489.85,4826.0,0.04
SUNDARMFIN,1940.2,13149.0,0.11
SUNDRMFAST,899.8,9454.0,0.08
SUNTECK,436.75,2111.0,0.02
SUPRAJIT,342.2,2605.0,0.02
SUPREMEIND,2047.2,13263.0,0.12
SUPPETRO,925.55,3133.0,0.03
SUVENPHAR,618.45,6297.0,0.05
SUZLON,9.15,5819.0,0.05
SYMPHONY,1097.9,1920.0,0.02
SYNGENE,597.6,6946.0,0.06
TCIEXP,1706.25,2168.0,0.02
TCNSBRANDS,766.3,1558.0,0.01
TTKPRESTIG,826.75,3438.0,0.03
TV18BRDCST,74.05,5078.0,0.04
TVSMOTOR,625.65,13970.0,0.12
TANLA,1525.95,10972.0,0.1
TATACHEM,974.35,15390.0,0.13
TATACOFFEE,216.8,1741.0,0.02
TATACOMM,1228.6,14356.0,0.12
TCS,3739.95,387359.0,3.36
TATACONSUM,777.4,46567.0,0.4
TATAELXSI,8840.15,30830.0,0.27
TATAINVEST,1356.5,1853.0,0.02
TATAMTRDVR,206.5,9661.0,0.08
TATAMOTORS,433.75,77778.0,0.68
TATAPOWER,238.65,40416.0,0.35
TATASTLLP,718.65,810.0,0.01
TATASTEEL,1307.2,105439.0,0.92
TTML,166.7,8473.0,0.07
TEAMLEASE,4338.9,4970.0,0.04
TECHM,1499.45,93218.0,0.81
NIACL,111.65,2760.0,0.02
RAMCOCEM,768.05,9800.0,0.09
THERMAX,1939.05,7625.0,0.07
THYROCARE,775.3,1189.0,0.01
TIMKEN,2141.1,5154.0,0.04
TITAN,2536.15,105823.0,0.92
TORNTPHARM,2791.95,13701.0,0.12
TORNTPOWER,491.85,8274.0,0.07
TRENT,1275.5,28566.0,0.25
TRIDENT,53.35,6797.0,0.06
TRITURBINE,202.15,2091.0,0.02
TIINDIA,1624.7,15988.0,0.14
UCOBANK,11.85,708.0,0.01
UFLEX,608.35,1933.0,0.02
UPL,769.6,42337.0,0.37
UTIAMC,994.6,9722.0,0.08
ULTRACEMCO,6602.3,76235.0,0.66
UNIONBANK,38.7,4497.0,0.04
UBL,1489.55,10634.0,0.09
MCDOWELL-N,888.35,26466.0,0.23
VGUARD,215.8,3724.0,0.03
VMART,3966.3,4230.0,0.04
VIPIND,745.65,5274.0,0.05
VAIBHAVGBL,373.95,1962.0,0.02
VAKRANGEE,34.7,2096.0,0.02
VTL,436.0,4660.0,0.04
VARROC,345.75,1321.0,0.01
VBL,941.3,14266.0,0.12
VEDL,403.35,44980.0,0.39
VENKEYS,2142.45,996.0,0.01
VIJAYA,438.15,1564.0,0.01
VINATIORGA,1953.2,5220.0,0.05
IDEA,9.65,7764.0,0.07
VOLTAS,1245.4,28846.0,0.25
WABCOINDIA,7631.7,3619.0,0.03
WELCORP,167.4,2184.0,0.02
WELSPUNIND,90.85,2693.0,0.02
WESTLIFE,479.35,3213.0,0.03
WHIRLPOOL,1572.85,4989.0,0.04
WIPRO,591.9,87611.0,0.76
WOCKPHARMA,263.6,1253.0,0.01
YESBANK,12.3,15717.0,0.14
ZEEL,288.35,26589.0,0.23
ZENSARTECH,366.95,4233.0,0.04
ZOMATO,82.3,11661.0,0.1
ZYDUSLIFE,348.5,8919.0,0.08
ZYDUSWELL,1501.15,2293.0,0.02
ECLERX,2371.2,3609.0,0.03
