symbol,close,mcap_cr,weight
ADANIENT,2413.9,79804.0,0.93
ADANIPORTS,825.15,65950.0,0.77
APOLLOHOSP,5137.75,51711.0,0.6
ASIANPAINT,3161.05,142507.0,1.65
AXISBANK,1036.7,287510.0,3.34
BAJAJ-AUTO,5063.7,57312.0,0.67
BAJFINANCE,7810.75,208238.0,2.42
BAJAJFINSV,1540.25,83553.0,0.97
BPCL,346.6,33082.0,0.38
BHARTIARTL,926.4,233676.0,2.71
BRITANNIA,4537.15,53550.0,0.62
CIPLA,1186.15,62244.0,0.72
COALINDIA,295.2,67312.0,0.78
DIVISLAB,3765.15,47977.0,0.56
DRREDDY,5587.0,68023.0,0.79
EICHERMOT,3446.95,47180.0,0.55
GRASIM,1942.4,71622.0,0.83
HCLTECH,1234.8,130683.0,1.52
HDFCBANK,1526.3,1145387.0,13.3
HDFCLIFE,637.4,68519.0,0.8
HEROMOTOCO,3057.25,39718.0,0.46
HINDALCO,492.65,71961.0,0.84
HINDUNILVR,2465.6,220140.0,2.56
ICICIBANK,951.9,666613.0,7.74
ITC,444.4,393487.0,4.57
INDUSINDBK,1428.85,93252.0,1.08
INFY,1435.45,512356.0,5.95
JSWSTEEL,779.6,72446.0,0.84
KOTAKBANK,1735.7,255272.0,2.96
LTIM,5209.85,47792.0,0.55
LT,3023.55,365504.0,4.24
M&M,1554.25,139158.0,1.62
MARUTI,10610.6,141031.0,1.64
NTPC,245.55,116670.0,1.35
NESTLEIND,22506.9,80291.0,0.93
ONGC,191.85,74819.0,0.87
POWERGRID,199.75,91032.0,1.06
RELIANCE,2345.0,793269.0,9.21
SBILIFE,1305.4,58804.0,0.68
SBIN,598.55,229699.0,2.67
SUNPHARMA,1158.65,125100.0,1.45
TCS,3528.6,361517.0,4.2
TATACONSUM,876.9,52952.0,0.61
TATAMOTORS,630.2,110967.0,1.29
TATASTEEL,128.9,103973.0,1.21
TECHM,1222.8,76342.0,0.89
TITAN,3148.8,131387.0,1.53
UPL,616.25,30992.0,0.36
ULTRACEMCO,8254.85,95322.0,1.11
WIPRO,406.05,57248.0,0.66
