trade_idx,entry_date,exit_date,expiry,spot_at_entry,lot_size,lots,qty_per_leg,exit_reason,phase,leg,action,strike,price,qty,value_inr,margin_required_inr
0,2023-05-15,2023-05-30,2023-05-30,19583.2,40,1,40,EXPIRY,ENTRY,ce_short,SELL,20350,135.23,40,-5409.2,44614.4
0,2023-05-15,2023-05-30,2023-05-30,19583.2,40,1,40,EXPIRY,ENTRY,pe_short,SELL,18800,1107.17,40,-44286.8,44614.4
0,2023-05-15,2023-05-30,2023-05-30,19583.2,40,1,40,EXPIRY,ENTRY,wce_long,BUY,20650,193.47,40,7738.8,44614.4
0,2023-05-15,2023-05-30,2023-05-30,19583.2,40,1,40,EXPIRY,ENTRY,wpe_long,BUY,18500,22.27,40,890.8,44614.4
0,2023-05-15,2023-05-30,2023-05-30,19583.2,40,1,40,EXPIRY,EXIT,ce_short,BUY,20350,0.0,40,0.0,44614.4
0,2023-05-15,2023-05-30,2023-05-30,19583.2,40,1,40,EXPIRY,EXIT,pe_short,BUY,18800,0.0,40,0.0,44614.4
0,2023-05-15,2023-05-30,2023-05-30,19583.2,40,1,40,EXPIRY,EXIT,wce_long,SELL,20650,0.0,40,-0.0,44614.4
0,2023-05-15,2023-05-30,2023-05-30,19583.2,40,1,40,EXPIRY,EXIT,wpe_long,SELL,18500,0.0,40,-0.0,44614.4
1,2023-06-05,2023-06-15,2023-06-27,19438.5,40,1,40,SL,ENTRY,ce_short,SELL,20200,180.63,40,-7225.2,44305.2
1,2023-06-05,2023-06-15,2023-06-27,19438.5,40,1,40,SL,ENTRY,pe_short,SELL,18650,112.96,40,-4518.4,44305.2
1,2023-06-05,2023-06-15,2023-06-27,19438.5,40,1,40,SL,ENTRY,wce_long,BUY,20500,145.04,40,5801.6,44305.2
1,2023-06-05,2023-06-15,2023-06-27,19438.5,40,1,40,SL,ENTRY,wpe_long,BUY,18350,68.23,40,2729.2,44305.2
1,2023-06-05,2023-06-15,2023-06-27,19438.5,40,1,40,SL,EXIT,ce_short,BUY,20200,182.45,40,7298.0,44305.2
1,2023-06-05,2023-06-15,2023-06-27,19438.5,40,1,40,SL,EXIT,pe_short,BUY,18650,114.1,40,4564.0,44305.2
1,2023-06-05,2023-06-15,2023-06-27,19438.5,40,1,40,SL,EXIT,wce_long,SELL,20500,25.0,40,-1000.0,44305.2
1,2023-06-05,2023-06-15,2023-06-27,19438.5,40,1,40,SL,EXIT,wpe_long,SELL,18350,9.15,40,-366.0,44305.2
2,2023-07-10,2023-07-25,2023-07-25,20057.3,40,1,40,EXPIRY,ENTRY,ce_short,SELL,20850,140.38,40,-5615.2,45700.4
2,2023-07-10,2023-07-25,2023-07-25,20057.3,40,1,40,EXPIRY,ENTRY,pe_short,SELL,19250,200.72,40,-8028.8,45700.4
2,2023-07-10,2023-07-25,2023-07-25,20057.3,40,1,40,EXPIRY,ENTRY,wce_long,BUY,21150,91.81,40,3672.4,45700.4
2,2023-07-10,2023-07-25,2023-07-25,20057.3,40,1,40,EXPIRY,ENTRY,wpe_long,BUY,18950,129.08,40,5163.2,45700.4
2,2023-07-10,2023-07-25,2023-07-25,20057.3,40,1,40,EXPIRY,EXIT,ce_short,BUY,20850,0.0,40,0.0,45700.4
2,2023-07-10,2023-07-25,2023-07-25,20057.3,40,1,40,EXPIRY,EXIT,pe_short,BUY,19250,0.0,40,0.0,45700.4
2,2023-07-10,2023-07-25,2023-07-25,20057.3,40,1,40,EXPIRY,EXIT,wce_long,SELL,21150,0.0,40,-0.0,45700.4
2,2023-07-10,2023-07-25,2023-07-25,20057.3,40,1,40,EXPIRY,EXIT,wpe_long,SELL,18950,0.0,40,-0.0,45700.4
3,2023-08-21,2023-08-29,2023-08-29,19571.5,40,1,40,EXPIRY,ENTRY,ce_short,SELL,20350,684.19,40,-27367.6,52977.2
3,2023-08-21,2023-08-29,2023-08-29,19571.5,40,1,40,EXPIRY,ENTRY,pe_short,SELL,18800,6.48,40,-259.2,52977.2
3,2023-08-21,2023-08-29,2023-08-29,19571.5,40,1,40,EXPIRY,ENTRY,wce_long,BUY,20650,3.54,40,141.6,52977.2
3,2023-08-21,2023-08-29,2023-08-29,19571.5,40,1,40,EXPIRY,ENTRY,wpe_long,BUY,18500,3.13,40,125.2,52977.2
3,2023-08-21,2023-08-29,2023-08-29,19571.5,40,1,40,EXPIRY,EXIT,ce_short,BUY,20350,0.0,40,0.0,52977.2
3,2023-08-21,2023-08-29,2023-08-29,19571.5,40,1,40,EXPIRY,EXIT,pe_short,BUY,18800,0.0,40,0.0,52977.2
3,2023-08-21,2023-08-29,2023-08-29,19571.5,40,1,40,EXPIRY,EXIT,wce_long,SELL,20650,0.0,40,-0.0,52977.2
3,2023-08-21,2023-08-29,2023-08-29,19571.5,40,1,40,EXPIRY,EXIT,wpe_long,SELL,18500,0.0,40,-0.0,52977.2
4,2023-09-04,2023-09-26,2023-09-26,19787.6,40,1,40,EXPIRY,ENTRY,ce_short,SELL,20600,815.46,40,-32618.4,37786.8
4,2023-09-04,2023-09-26,2023-09-26,19787.6,40,1,40,EXPIRY,ENTRY,pe_short,SELL,19000,97.27,40,-3890.8,37786.8
4,2023-09-04,2023-09-26,2023-09-26,19787.6,40,1,40,EXPIRY,ENTRY,wce_long,BUY,20900,114.89,40,4595.6,37786.8
4,2023-09-04,2023-09-26,2023-09-26,19787.6,40,1,40,EXPIRY,ENTRY,wpe_long,BUY,18700,286.84,40,11473.6,37786.8
4,2023-09-04,2023-09-26,2023-09-26,19787.6,40,1,40,EXPIRY,EXIT,ce_short,BUY,20600,0.0,40,0.0,37786.8
